org,year,survey,target,cluster_id,edu,age,female,black,weight
cbsnyt,7,9158,0,6,2,2,1,0,441
cbsnyt,7,9158,0,5,4,2,0,0,776
cbsnyt,7,9158,1,5,3,3,0,0,957
cbsnyt,7,9158,1,5,2,1,1,0,1229
cbsnyt,7,9158,0,5,4,1,0,0,923
cbsnyt,7,9158,0,48,1,1,1,0,1229
cbsnyt,7,9158,1,48,4,1,0,0,923
cbsnyt,7,9158,1,51,3,2,0,0,842
cbsnyt,7,9158,1,5,4,1,0,0,461
cbsnyt,7,9158,1,32,4,2,0,0,776
cbsnyt,7,9158,1,5,2,1,1,0,1229
cbsnyt,7,9158,1,5,4,2,0,0,388
cbsnyt,7,9158,1,5,4,2,0,0,776
cbsnyt,7,9158,0,5,4,3,0,1,1157
cbsnyt,7,9158,0,5,4,4,1,0,918
cbsnyt,7,9158,0,5,1,4,0,1,4698
cbsnyt,7,9158,0,48,4,3,0,0,485
cbsnyt,7,9158,1,38,2,3,0,0,1171
cbsnyt,7,9158,0,48,2,1,1,0,1229
cbsnyt,7,9158,0,33,2,2,1,1,1188
cbsnyt,7,9158,1,33,2,3,1,0,843
cbsnyt,7,9158,0,39,2,3,1,0,1264
cbsnyt,7,9158,NA,39,2,3,0,0,1069
cbsnyt,7,9158,1,39,3,3,1,0,689
cbsnyt,7,9158,1,33,3,3,1,0,861
cbsnyt,7,9158,1,22,4,2,1,0,279
cbsnyt,7,9158,0,33,4,2,1,0,558
cbsnyt,7,9158,NA,22,2,1,1,0,1121
cbsnyt,7,9158,0,33,4,3,0,0,442
cbsnyt,7,9158,0,33,2,1,1,1,4134
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,1,33,4,1,0,0,421
cbsnyt,7,9158,1,33,1,3,0,0,4091
cbsnyt,7,9158,1,33,4,2,0,0,354
cbsnyt,7,9158,0,39,4,2,1,0,279
cbsnyt,7,9158,1,7,1,4,1,0,530
cbsnyt,7,9158,1,40,2,1,1,0,3362
cbsnyt,7,9158,0,33,4,3,1,0,523
cbsnyt,7,9158,1,22,3,2,1,0,606
cbsnyt,7,9158,1,33,3,2,1,0,606
cbsnyt,7,9158,1,31,4,3,0,0,442
cbsnyt,7,9158,0,50,3,3,1,0,688
cbsnyt,7,9158,0,33,4,2,0,0,708
cbsnyt,7,9158,0,23,3,2,1,0,303
cbsnyt,7,9158,0,31,2,3,1,0,843
cbsnyt,7,9158,1,39,2,4,1,0,448
cbsnyt,7,9158,1,33,3,2,0,0,384
cbsnyt,7,9158,1,15,2,3,1,0,842
cbsnyt,7,9158,1,26,2,1,1,0,1120
cbsnyt,7,9158,0,33,3,2,1,0,606
cbsnyt,7,9158,1,31,2,1,1,0,1121
cbsnyt,7,9158,1,39,2,2,1,0,805
cbsnyt,7,9158,1,36,2,3,1,0,421
cbsnyt,7,9158,1,36,3,1,0,0,1169
cbsnyt,7,9158,1,36,2,3,1,0,1263
cbsnyt,7,9158,0,40,4,2,1,0,558
cbsnyt,7,9158,0,33,4,2,1,0,279
cbsnyt,7,9158,1,39,2,3,1,0,1264
cbsnyt,7,9158,1,39,2,1,1,0,1121
cbsnyt,7,9158,0,50,2,2,0,0,1020
cbsnyt,7,9158,0,50,4,2,1,0,558
cbsnyt,7,9158,0,36,2,1,0,0,1420
cbsnyt,7,9158,0,7,2,2,0,0,1021
cbsnyt,7,9158,NA,22,3,1,0,0,1171
cbsnyt,7,9158,1,17,1,4,1,0,1060
cbsnyt,7,9158,0,36,3,2,0,0,2303
cbsnyt,7,9158,1,50,4,2,0,0,707
cbsnyt,7,9158,1,36,2,2,1,0,804
cbsnyt,7,9158,1,22,4,4,0,0,805
cbsnyt,7,9158,0,33,4,2,1,1,412
cbsnyt,7,9158,NA,14,1,1,1,0,560
cbsnyt,7,9158,NA,39,2,1,1,0,1121
cbsnyt,7,9158,1,50,4,1,1,0,663
cbsnyt,7,9158,1,14,2,1,1,0,2239
cbsnyt,7,9158,1,23,4,1,1,0,663
cbsnyt,7,9158,1,40,1,2,0,0,2336
cbsnyt,7,9158,1,17,3,2,0,0,384
cbsnyt,7,9158,1,36,2,2,0,0,1020
cbsnyt,7,9158,1,22,4,2,0,0,708
cbsnyt,7,9158,1,17,3,2,0,0,768
cbsnyt,7,9158,0,39,2,4,1,0,896
cbsnyt,7,9158,1,26,4,2,0,0,707
cbsnyt,7,9158,0,19,2,3,1,1,1221
cbsnyt,7,9158,0,14,4,1,1,0,663
cbsnyt,7,9158,1,36,2,3,0,0,1068
cbsnyt,7,9158,NA,14,1,3,0,1,2169
cbsnyt,7,9158,NA,50,4,2,0,0,354
cbsnyt,7,9158,0,50,2,1,0,0,1420
cbsnyt,7,9158,0,14,2,2,1,0,402
cbsnyt,7,9158,0,24,2,2,1,0,402
cbsnyt,7,9158,0,50,2,2,1,0,804
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,1,24,2,1,0,0,710
cbsnyt,7,9158,0,23,1,3,1,1,1585
cbsnyt,7,9158,1,15,2,2,1,0,804
cbsnyt,7,9158,0,28,4,2,0,0,707
cbsnyt,7,9158,0,36,4,2,0,0,354
cbsnyt,7,9158,1,47,2,2,0,0,1003
cbsnyt,7,9158,0,33,4,2,0,0,354
cbsnyt,7,9158,1,10,2,3,0,0,525
cbsnyt,7,9158,0,43,4,3,0,0,868
cbsnyt,7,9158,1,50,2,3,0,0,1068
cbsnyt,7,9158,1,36,1,3,0,0,2724
cbsnyt,7,9158,1,36,2,1,1,0,1120
cbsnyt,7,9158,1,39,3,1,0,0,1171
cbsnyt,7,9158,1,10,3,4,0,0,899
cbsnyt,7,9158,1,47,4,4,1,0,934
cbsnyt,7,9158,0,36,4,2,1,1,617
cbsnyt,7,9158,NA,44,2,3,1,0,414
cbsnyt,7,9158,1,26,3,3,1,0,344
cbsnyt,7,9158,1,47,2,4,1,0,880
cbsnyt,7,9158,1,18,2,3,1,0,827
cbsnyt,7,9158,1,34,2,2,1,0,790
cbsnyt,7,9158,0,33,4,3,0,0,884
cbsnyt,7,9158,1,23,3,1,0,0,1169
cbsnyt,7,9158,1,14,2,2,1,0,804
cbsnyt,7,9158,0,16,2,3,0,0,1068
cbsnyt,7,9158,0,25,1,4,1,1,1537
cbsnyt,7,9158,1,10,4,1,1,0,652
cbsnyt,7,9158,0,4,4,2,0,0,695
cbsnyt,7,9158,0,44,3,2,1,0,149
cbsnyt,7,9158,0,49,2,2,1,0,790
cbsnyt,7,9158,0,44,4,2,1,0,1096
cbsnyt,7,9158,1,49,3,3,0,0,858
cbsnyt,7,9158,1,28,3,1,1,0,922
cbsnyt,7,9158,0,33,1,1,1,0,1121
cbsnyt,7,9158,0,33,2,3,1,0,843
cbsnyt,7,9158,1,10,4,4,1,0,311
cbsnyt,7,9158,1,44,4,2,1,0,548
cbsnyt,7,9158,1,24,2,2,0,0,510
cbsnyt,7,9158,1,26,2,1,1,1,2478
cbsnyt,7,9158,0,11,1,1,0,1,2223
cbsnyt,7,9158,1,19,4,1,1,0,652
cbsnyt,7,9158,0,9,2,4,1,1,649
cbsnyt,7,9158,0,10,2,2,1,0,395
cbsnyt,7,9158,0,50,3,1,0,0,1754
cbsnyt,7,9158,1,44,4,4,1,0,311
cbsnyt,7,9158,0,44,3,2,0,1,601
cbsnyt,7,9158,0,44,2,3,1,0,827
cbsnyt,7,9158,0,39,2,1,0,0,2132
cbsnyt,7,9158,1,44,2,1,1,0,1101
cbsnyt,7,9158,1,47,2,4,0,0,1116
cbsnyt,7,9158,0,34,2,4,0,1,1778
cbsnyt,7,9158,1,44,2,3,0,0,1049
cbsnyt,7,9158,1,14,4,2,0,0,1061
cbsnyt,7,9158,0,34,2,4,1,0,440
cbsnyt,7,9158,1,43,4,2,1,0,548
cbsnyt,7,9158,1,50,2,3,0,0,1068
cbsnyt,7,9158,1,18,2,2,0,1,1597
cbsnyt,7,9158,1,34,2,3,0,0,1574
cbsnyt,7,9158,1,28,2,3,0,0,534
cbsnyt,7,9158,1,44,3,4,0,0,899
cbsnyt,7,9158,1,1,4,2,0,0,695
cbsnyt,7,9158,0,47,4,3,1,1,1010
cbsnyt,7,9158,0,47,3,1,1,1,1337
cbsnyt,7,9158,1,10,3,1,1,0,906
cbsnyt,7,9158,0,1,4,4,1,0,934
cbsnyt,7,9158,0,18,1,4,1,0,1042
cbsnyt,7,9158,0,5,3,3,1,0,755
cbsnyt,7,9158,NA,18,3,4,1,0,354
cbsnyt,7,9158,NA,43,3,2,0,0,755
cbsnyt,7,9158,NA,14,4,3,1,0,1392
cbsnyt,7,9158,0,44,2,2,1,0,790
cbsnyt,7,9158,1,6,3,3,1,0,377
cbsnyt,7,9158,1,4,2,4,1,0,440
cbsnyt,7,9158,0,5,2,1,0,0,3896
cbsnyt,7,9158,1,44,4,4,1,0,311
cbsnyt,7,9158,1,6,3,1,1,0,1012
cbsnyt,7,9158,0,10,2,3,0,0,1049
cbsnyt,7,9158,1,44,4,1,0,0,413
cbsnyt,7,9158,1,3,2,3,1,0,1847
cbsnyt,7,9158,0,5,3,3,1,0,755
cbsnyt,7,9158,0,11,4,2,0,0,695
cbsnyt,7,9158,1,1,3,1,1,1,1337
cbsnyt,7,9158,1,10,2,4,1,0,880
cbsnyt,7,9158,1,34,2,4,0,0,1116
cbsnyt,7,9158,1,32,2,3,0,0,879
cbsnyt,7,9158,1,32,4,3,1,0,382
cbsnyt,7,9158,1,5,2,2,1,0,1324
cbsnyt,7,9158,1,11,3,1,0,1,1831
cbsnyt,7,9158,0,38,1,3,1,0,3535
cbsnyt,7,9158,0,37,2,1,0,0,1396
cbsnyt,7,9158,0,24,3,2,1,0,605
cbsnyt,7,9158,NA,45,2,2,0,0,1119
cbsnyt,7,9158,0,41,2,1,1,0,2201
cbsnyt,7,9158,0,32,4,2,1,0,306
cbsnyt,7,9158,1,5,4,2,1,0,612
cbsnyt,7,9158,1,5,4,2,1,0,612
cbsnyt,7,9158,1,49,1,4,1,0,1042
cbsnyt,7,9158,1,50,2,2,0,0,1020
cbsnyt,7,9158,1,48,1,3,0,0,2989
cbsnyt,7,9158,NA,11,4,3,1,0,342
cbsnyt,7,9158,0,1,3,2,1,0,297
cbsnyt,7,9158,1,25,3,3,1,0,676
cbsnyt,7,9158,1,43,3,3,1,0,1352
cbsnyt,7,9158,0,5,1,3,1,0,2357
cbsnyt,7,9158,1,48,2,4,0,0,1246
cbsnyt,7,9158,1,5,2,1,1,0,2457
cbsnyt,7,9158,1,5,3,1,0,0,3850
cbsnyt,7,9158,1,11,1,2,0,0,2294
cbsnyt,7,9158,0,3,4,4,1,0,695
cbsnyt,7,9158,1,5,4,3,0,0,485
cbsnyt,7,9158,0,5,4,2,1,0,306
cbsnyt,7,9158,1,37,2,3,1,0,827
cbsnyt,7,9158,0,29,2,3,1,0,924
cbsnyt,7,9158,1,18,2,3,1,0,827
cbsnyt,7,9158,1,6,4,2,0,0,776
cbsnyt,7,9158,1,5,1,3,1,0,1178
cbsnyt,7,9158,0,16,1,3,1,0,3222
cbsnyt,7,9158,1,47,3,1,0,0,2299
cbsnyt,7,9158,1,44,1,2,1,0,904
cbsnyt,7,9158,1,7,4,2,1,0,279
cbsnyt,7,9158,0,5,1,4,0,0,1475
cbsnyt,7,9158,0,21,2,2,0,0,1003
cbsnyt,7,9158,0,44,2,4,1,0,440
cbsnyt,7,9158,0,33,4,2,1,0,558
cbsnyt,7,9158,0,38,3,2,1,0,664
cbsnyt,7,9158,0,5,4,2,0,0,388
cbsnyt,7,9158,0,10,3,2,1,1,439
cbsnyt,7,9158,1,44,4,2,1,0,274
cbsnyt,7,9158,0,3,3,1,0,0,2566
cbsnyt,7,9158,1,39,3,4,1,0,361
cbsnyt,7,9158,NA,20,2,2,0,0,511
cbsnyt,7,9158,1,5,3,2,1,0,664
cbsnyt,7,9158,1,36,2,2,1,0,804
cbsnyt,7,9158,1,33,2,1,0,1,2264
cbsnyt,7,9158,0,23,2,2,1,0,804
cbsnyt,7,9158,1,34,2,3,1,0,827
cbsnyt,7,9158,0,38,4,2,0,0,776
cbsnyt,7,9158,0,15,2,1,1,0,1120
cbsnyt,7,9158,1,34,2,2,1,0,395
cbsnyt,7,9158,0,23,2,1,0,0,710
cbsnyt,7,9158,0,39,2,2,1,0,805
cbsnyt,7,9158,0,33,4,2,0,1,564
cbsnyt,7,9158,0,36,3,1,0,0,1169
cbsnyt,7,9158,1,37,1,3,0,0,2678
cbsnyt,7,9158,1,33,4,2,1,0,837
cbsnyt,7,9158,1,48,4,2,0,0,582
cbsnyt,7,9158,0,23,4,4,1,0,317
cbsnyt,7,9158,1,34,1,3,0,0,1339
cbsnyt,7,9158,1,23,4,1,0,0,420
cbsnyt,7,9158,1,14,2,3,1,0,842
cbsnyt,7,9158,1,7,4,1,1,0,664
cbsnyt,7,9158,0,39,2,3,0,0,2137
cbsnyt,7,9158,1,23,4,1,0,0,841
cbsnyt,7,9158,0,44,4,4,1,0,311
cbsnyt,7,9158,1,11,1,3,1,0,5278
cbsnyt,7,9158,1,10,2,3,1,0,827
cbsnyt,7,9158,1,10,3,1,0,0,1150
cbsnyt,7,9158,1,17,2,2,1,0,804
cbsnyt,7,9158,NA,44,3,3,0,0,1286
cbsnyt,7,9158,1,21,2,2,1,0,790
cbsnyt,7,9158,1,17,4,1,1,0,663
cbsnyt,7,9158,1,23,2,4,1,0,448
cbsnyt,7,9158,1,14,4,2,0,0,1061
cbsnyt,7,9158,0,25,4,2,0,0,695
cbsnyt,7,9158,0,8,4,1,1,0,652
cbsnyt,7,9158,0,10,2,1,1,0,550
cbsnyt,7,9158,0,10,2,3,0,0,1049
cbsnyt,7,9158,0,5,4,1,0,0,923
cbsnyt,7,9158,NA,16,1,2,0,0,4666
cbsnyt,7,9158,NA,4,4,2,1,0,548
cbsnyt,7,9158,0,33,3,1,0,0,1756
cbsnyt,7,9158,1,22,3,2,1,0,909
cbsnyt,7,9158,1,10,3,2,1,0,595
cbsnyt,7,9158,1,19,2,3,0,0,1049
cbsnyt,7,9158,1,3,4,1,0,0,461
cbsnyt,7,9158,0,47,4,2,0,0,348
cbsnyt,7,9158,0,38,2,2,1,0,441
cbsnyt,7,9158,1,18,4,2,1,0,548
cbsnyt,7,9158,1,41,2,3,1,0,827
cbsnyt,7,9158,1,50,2,3,1,0,842
cbsnyt,7,9158,1,32,4,3,1,0,382
cbsnyt,7,9158,1,47,2,3,1,1,1221
cbsnyt,7,9158,1,25,4,1,0,0,826
cbsnyt,7,9158,0,13,1,3,1,0,2357
cbsnyt,7,9158,0,23,1,4,1,0,1060
cbsnyt,7,9158,0,36,4,1,0,0,420
cbsnyt,7,9158,1,44,4,2,0,0,695
cbsnyt,7,9158,1,33,1,1,0,0,2132
cbsnyt,7,9158,1,22,3,2,0,0,768
cbsnyt,7,9158,1,11,4,3,1,0,684
cbsnyt,7,9158,NA,5,3,2,1,0,996
cbsnyt,7,9158,0,48,2,2,0,0,560
cbsnyt,7,9158,1,15,2,3,1,0,842
cbsnyt,7,9158,1,6,3,1,0,0,1283
cbsnyt,7,9158,1,36,3,2,0,0,768
cbsnyt,7,9158,0,11,3,2,0,0,377
cbsnyt,7,9158,0,5,2,1,0,0,1558
cbsnyt,7,9158,1,44,4,2,1,0,548
cbsnyt,7,9158,0,5,2,2,1,0,662
cbsnyt,7,9158,0,14,3,2,1,0,1210
cbsnyt,7,9158,0,33,2,2,0,0,1021
cbsnyt,7,9158,1,5,2,2,1,0,882
cbsnyt,7,9158,0,47,4,1,1,0,326
cbsnyt,7,9158,0,6,3,4,1,0,396
cbsnyt,7,9158,1,36,4,1,1,0,331
cbsnyt,7,9158,0,44,2,3,1,1,1221
cbsnyt,7,9158,0,10,4,2,0,0,695
cbsnyt,7,9158,0,33,4,3,1,0,348
cbsnyt,7,9158,0,49,3,3,1,0,676
cbsnyt,7,9158,0,39,4,2,0,0,1062
cbsnyt,7,9158,0,37,2,2,1,1,1166
cbsnyt,7,9158,1,43,2,4,1,0,440
cbsnyt,7,9158,0,24,2,3,0,0,1068
cbsnyt,7,9158,0,19,1,3,0,1,2132
cbsnyt,7,9158,1,18,3,3,1,0,1014
cbsnyt,7,9158,1,26,3,3,0,0,872
cbsnyt,7,9158,1,24,2,2,0,0,1020
cbsnyt,7,9158,0,33,3,3,1,0,689
cbsnyt,7,9158,1,39,3,1,1,0,462
cbsnyt,7,9158,1,33,2,2,1,1,1782
cbsnyt,7,9158,1,34,1,3,1,0,1056
cbsnyt,7,9158,1,47,2,1,1,0,550
cbsnyt,7,9158,1,33,2,1,0,0,711
cbsnyt,7,9158,1,3,4,2,0,0,388
cbsnyt,7,9158,0,11,4,1,1,1,1923
cbsnyt,7,9158,1,5,2,2,1,0,882
cbsnyt,7,9158,1,41,1,3,1,0,2111
cbsnyt,7,9158,1,43,2,1,1,0,1101
cbsnyt,7,9158,0,33,3,2,1,0,606
cbsnyt,7,9158,1,22,3,2,0,0,768
cbsnyt,7,9158,1,31,4,1,1,0,829
cbsnyt,7,9158,1,43,3,3,0,0,858
cbsnyt,7,9158,1,10,2,3,1,0,827
cbsnyt,7,9158,1,43,2,1,1,1,812
cbsnyt,7,9158,1,11,2,2,0,0,1003
cbsnyt,7,9158,0,6,3,1,1,0,506
cbsnyt,7,9158,0,33,3,1,1,1,681
cbsnyt,7,9158,0,19,4,1,1,0,326
cbsnyt,7,9158,1,30,2,1,0,0,2132
cbsnyt,7,9158,1,41,2,2,0,0,1003
cbsnyt,7,9158,1,36,2,2,1,0,402
cbsnyt,7,9158,1,39,2,3,0,0,1069
cbsnyt,7,9158,0,20,2,2,0,0,1021
cbsnyt,7,9158,0,34,2,3,1,0,1655
cbsnyt,7,9158,0,14,2,3,1,0,1263
cbsnyt,7,9158,0,6,4,2,0,0,776
cbsnyt,7,9158,1,14,4,3,0,0,883
cbsnyt,7,9158,NA,47,4,2,0,0,695
cbsnyt,7,9158,0,48,3,1,1,0,506
cbsnyt,7,9158,NA,22,2,4,1,0,448
cbsnyt,7,9158,1,5,2,2,1,0,441
cbsnyt,7,9158,1,43,3,2,0,0,755
cbsnyt,7,9158,1,11,3,2,0,0,1132
cbsnyt,7,9158,1,23,4,3,0,0,883
cbsnyt,7,9158,1,31,2,1,1,1,1654
cbsnyt,7,9158,0,22,4,1,0,0,842
cbsnyt,7,9158,0,5,2,2,0,0,1119
cbsnyt,7,9158,1,5,4,2,1,0,612
cbsnyt,7,9158,1,10,3,2,0,0,755
cbsnyt,7,9158,1,44,3,1,0,0,1724
cbsnyt,7,9158,0,39,4,1,0,0,421
cbsnyt,7,9158,0,33,2,4,0,0,1137
cbsnyt,7,9158,1,41,3,4,1,0,354
cbsnyt,7,9158,0,23,4,1,0,0,841
cbsnyt,7,9158,0,47,4,2,0,0,348
cbsnyt,7,9158,1,39,3,3,1,0,1033
cbsnyt,7,9158,1,18,2,3,1,0,414
cbsnyt,7,9158,1,39,2,1,0,0,711
cbsnyt,7,9158,0,33,3,1,1,1,681
cbsnyt,7,9158,0,41,4,2,1,0,548
cbsnyt,7,9158,0,47,3,1,0,0,1150
cbsnyt,7,9158,1,5,1,2,0,0,2560
cbsnyt,7,9158,1,3,2,2,1,0,882
cbsnyt,7,9158,1,35,4,2,0,0,354
cbsnyt,7,9158,1,33,3,2,1,0,303
cbsnyt,7,9158,1,18,4,2,0,0,695
cbsnyt,7,9158,1,5,3,2,1,0,664
cbsnyt,7,9158,1,10,3,2,1,0,595
cbsnyt,7,9158,1,10,3,2,0,0,755
cbsnyt,7,9158,1,1,4,2,1,0,274
cbsnyt,7,9158,1,36,4,3,0,0,883
cbsnyt,7,9158,0,44,4,2,1,0,274
cbsnyt,7,9158,0,44,2,3,0,0,1574
cbsnyt,7,9158,0,38,1,1,1,0,614
cbsnyt,7,9158,0,33,4,2,1,0,279
cbsnyt,7,9158,0,5,2,4,1,0,983
cbsnyt,7,9158,0,44,3,2,1,1,1756
cbsnyt,7,9158,0,48,2,1,0,0,779
cbsnyt,7,9158,0,41,3,2,1,1,1756
cbsnyt,7,9158,0,33,4,2,1,0,837
cbsnyt,7,9158,0,16,2,2,0,0,1020
cbsnyt,7,9158,0,5,2,1,1,0,1229
cbsnyt,7,9158,0,44,3,2,1,0,595
cbsnyt,7,9158,NA,44,2,2,1,0,395
cbsnyt,7,9158,0,10,3,1,1,0,906
cbsnyt,7,9158,1,39,2,1,0,0,1422
cbsnyt,7,9158,1,10,4,2,0,0,695
cbsnyt,7,9158,1,33,4,2,0,0,708
cbsnyt,7,9158,0,10,2,3,0,0,1049
cbsnyt,7,9158,1,1,2,1,0,0,2792
cbsnyt,7,9158,NA,5,4,2,0,0,776
cbsnyt,7,9158,NA,1,3,1,0,0,575
cbsnyt,7,9158,1,41,1,3,1,0,1583
cbsnyt,7,9158,1,31,4,2,0,0,354
cbsnyt,7,9158,0,43,2,2,1,0,593
cbsnyt,7,9158,1,43,1,2,1,0,1808
cbsnyt,7,9158,0,36,3,2,0,0,384
cbsnyt,7,9158,0,33,1,1,1,0,2242
cbsnyt,7,9158,NA,3,3,2,0,0,842
cbsnyt,7,9158,1,15,2,2,0,0,1020
cbsnyt,7,9158,1,44,2,2,1,0,1186
cbsnyt,7,9158,1,36,2,1,0,0,1420
cbsnyt,7,9158,1,10,2,3,0,0,1049
cbsnyt,7,9158,0,40,3,3,0,0,2183
cbsnyt,7,9158,0,43,1,4,1,0,1042
cbsnyt,7,9158,1,5,4,2,0,0,388
cbsnyt,7,9158,0,5,3,4,1,0,791
cbsnyt,7,9158,0,1,3,2,1,0,595
cbsnyt,7,9158,1,40,3,1,0,0,1171
cbsnyt,7,9158,NA,34,3,1,1,0,906
cbsnyt,7,9158,1,10,2,4,1,0,440
cbsnyt,7,9158,0,14,4,2,1,0,558
cbsnyt,7,9158,1,48,3,2,1,0,332
cbsnyt,7,9158,1,39,2,1,1,0,1121
cbsnyt,7,9158,0,31,4,3,1,0,697
cbsnyt,7,9158,0,49,3,2,0,0,755
cbsnyt,7,9158,1,44,3,3,0,0,858
cbsnyt,7,9158,0,11,2,2,0,1,798
cbsnyt,7,9158,1,36,4,2,0,0,707
cbsnyt,7,9158,0,14,1,2,1,0,2759
cbsnyt,7,9158,0,10,2,4,1,0,440
cbsnyt,7,9158,0,5,4,2,0,0,388
cbsnyt,7,9158,0,33,4,1,0,1,670
cbsnyt,7,9158,0,14,4,1,1,0,497
cbsnyt,7,9158,0,22,2,2,0,0,511
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,1,7,4,2,0,0,354
cbsnyt,7,9158,0,23,2,1,1,1,1652
cbsnyt,7,9158,1,11,2,1,1,0,550
cbsnyt,7,9158,1,33,2,4,1,0,448
cbsnyt,7,9158,0,36,3,3,0,0,872
cbsnyt,7,9158,0,22,1,1,0,0,2132
cbsnyt,7,9158,0,14,2,2,1,0,1608
cbsnyt,7,9158,0,23,3,3,1,0,1032
cbsnyt,7,9158,1,11,1,2,1,0,1808
cbsnyt,7,9158,1,44,3,1,1,0,906
cbsnyt,7,9158,1,36,2,1,1,0,1120
cbsnyt,7,9158,0,31,3,2,1,0,606
cbsnyt,7,9158,1,36,3,3,1,0,688
cbsnyt,7,9158,0,33,3,3,1,0,172
cbsnyt,7,9158,0,33,4,4,1,0,279
cbsnyt,7,9158,0,5,4,3,1,0,1146
cbsnyt,7,9158,0,21,2,2,0,0,501
cbsnyt,7,9158,1,31,4,1,1,0,664
cbsnyt,7,9158,0,23,3,2,1,1,446
cbsnyt,7,9158,0,20,4,4,1,0,317
cbsnyt,7,9158,0,44,3,1,1,1,1337
cbsnyt,7,9158,1,38,1,4,0,0,1475
cbsnyt,7,9158,0,7,2,3,0,0,1603
cbsnyt,7,9158,1,6,4,3,0,0,242
cbsnyt,7,9158,0,5,1,4,0,0,2950
cbsnyt,7,9158,1,1,2,4,1,0,880
cbsnyt,7,9158,0,5,3,2,1,0,664
cbsnyt,7,9158,0,44,2,2,1,0,790
cbsnyt,7,9158,NA,16,2,2,1,0,804
cbsnyt,7,9158,0,39,4,3,1,0,697
cbsnyt,7,9158,1,31,2,1,0,0,355
cbsnyt,7,9158,1,22,4,1,0,0,842
cbsnyt,7,9158,NA,39,2,3,0,0,1069
cbsnyt,7,9158,0,31,4,2,1,0,558
cbsnyt,7,9158,0,16,4,2,0,0,707
cbsnyt,7,9158,0,10,1,4,1,0,1042
cbsnyt,7,9158,0,6,4,3,1,1,564
cbsnyt,7,9158,0,37,1,2,1,0,1808
cbsnyt,7,9158,1,14,2,4,1,0,448
cbsnyt,7,9158,1,5,2,2,1,0,882
cbsnyt,7,9158,1,48,2,4,0,0,1246
cbsnyt,7,9158,1,37,3,1,1,0,680
cbsnyt,7,9158,1,36,3,3,1,0,344
cbsnyt,7,9158,0,21,2,3,0,1,2507
cbsnyt,7,9158,1,5,3,2,1,0,332
cbsnyt,7,9158,0,5,1,4,1,0,1744
cbsnyt,7,9158,0,21,3,1,0,0,1150
cbsnyt,7,9158,NA,47,2,1,0,0,1396
cbsnyt,7,9158,0,5,4,3,0,0,969
cbsnyt,7,9158,1,44,2,2,1,0,1581
cbsnyt,7,9158,NA,16,1,4,0,0,1344
cbsnyt,7,9158,NA,26,3,2,1,0,605
cbsnyt,7,9158,1,38,2,3,1,0,924
cbsnyt,7,9158,0,14,2,2,1,0,603
cbsnyt,7,9158,0,10,4,1,0,0,826
cbsnyt,7,9158,1,5,2,2,0,0,560
cbsnyt,7,9158,0,10,1,4,1,1,1537
cbsnyt,7,9158,0,22,2,4,0,0,1137
cbsnyt,7,9158,NA,41,1,4,1,0,2083
cbsnyt,7,9158,1,22,4,2,0,0,354
cbsnyt,7,9158,NA,14,2,3,1,0,842
cbsnyt,7,9158,1,39,2,2,0,0,1021
cbsnyt,7,9158,0,34,2,2,1,0,790
cbsnyt,7,9158,1,33,2,1,1,0,841
cbsnyt,7,9158,1,39,4,1,1,0,664
cbsnyt,7,9158,1,10,2,3,1,0,414
cbsnyt,7,9158,0,33,4,3,0,0,442
cbsnyt,7,9158,0,44,2,2,1,1,1750
cbsnyt,7,9158,0,25,1,3,1,1,1558
cbsnyt,7,9158,NA,15,1,4,1,0,1060
cbsnyt,7,9158,1,5,2,3,0,0,1171
cbsnyt,7,9158,1,48,4,3,0,0,485
cbsnyt,7,9158,1,10,2,4,1,0,880
cbsnyt,7,9158,1,36,1,4,1,0,1060
cbsnyt,7,9158,1,40,3,3,0,0,1747
cbsnyt,7,9158,NA,7,4,3,0,0,884
cbsnyt,7,9158,1,3,3,3,1,0,755
cbsnyt,7,9158,1,3,3,3,0,0,957
cbsnyt,7,9158,NA,14,2,4,0,0,1136
cbsnyt,7,9158,1,36,2,2,0,0,1020
cbsnyt,7,9158,1,5,2,4,1,1,1450
cbsnyt,7,9158,NA,49,3,2,1,0,1190
cbsnyt,7,9158,1,34,4,2,0,0,695
cbsnyt,7,9158,1,10,1,4,0,0,1321
cbsnyt,7,9158,1,19,2,3,0,0,1049
cbsnyt,7,9158,0,5,1,4,0,0,1475
cbsnyt,7,9158,1,24,3,2,1,0,605
cbsnyt,7,9158,NA,19,2,1,1,1,1624
cbsnyt,7,9158,0,28,1,4,0,0,1344
cbsnyt,7,9158,NA,14,4,3,1,0,348
cbsnyt,7,9158,0,1,1,4,1,0,2083
cbsnyt,7,9158,1,43,2,1,1,0,1101
cbsnyt,7,9158,0,38,1,4,0,0,1475
cbsnyt,7,9158,1,5,4,3,1,0,764
cbsnyt,7,9158,1,5,4,3,1,0,764
cbsnyt,7,9158,0,39,2,3,0,0,1069
cbsnyt,7,9158,1,33,4,2,1,0,279
cbsnyt,7,9158,0,44,1,4,1,0,1042
cbsnyt,7,9158,1,34,2,3,1,0,827
cbsnyt,7,9158,0,10,3,4,0,0,449
