cluster_id,target,livch,age,urban
30,Y,1,-4.5599,N
30,N,0,3.44,N
30,N,0,-9.5599,N
30,Y,3+,6.44,N
30,N,0,-11.559,N
30,Y,3+,8.44,N
30,Y,3+,-6.5599,N
30,Y,3+,9.44,N
30,N,0,-13.559,N
30,Y,0,-10.559,N
30,N,1,-7.5599,N
30,N,3+,6.44,N
30,Y,1,-1.5599,N
30,N,3+,15.44,N
30,N,0,-6.5599,N
30,Y,1,-4.5599,N
30,N,0,-11.559,N
30,Y,1,-4.5599,N
30,Y,3+,9.44,N
30,N,0,-11.559,N
30,N,1,-8.5599,N
30,Y,3+,17.44,N
30,N,1,-6.5599,N
30,N,1,-0.5599,N
30,Y,3+,7.44,N
30,Y,3+,2.44,N
30,Y,3+,7.44,N
30,Y,1,8.44,N
30,N,0,-9.5599,N
30,N,3+,8.44,N
30,N,0,-11.559,N
30,N,0,12.44,N
30,N,2,0.44,N
30,N,0,-10.559,N
30,Y,1,2.44,N
30,N,0,-9.5599,N
30,N,2,0.44,N
30,N,0,-10.559,N
30,N,0,-10.559,N
30,N,3+,9.44,N
30,N,3+,17.44,N
30,Y,2,-0.5599,N
30,N,1,-8.5599,N
31,N,3+,15.44,Y
31,Y,0,-6.5599,Y
31,Y,3+,0.44,Y
31,Y,3+,2.44,Y
31,N,3+,16.44,Y
31,N,0,-11.559,Y
31,N,3+,17.44,N
31,Y,3+,18.44,N
31,Y,3+,14.44,N
31,Y,2,-7.5599,N
31,N,1,17.44,N
31,Y,1,-0.5599,N
31,N,0,-9.5599,N
31,N,0,-9.5599,N
31,Y,3+,2.44,N
31,N,1,-2.56,N
31,Y,3+,3.44,N
31,N,3+,0.44,N
31,N,0,-13.559,N
31,N,0,-11.559,N
31,N,3+,10.44,N
31,N,3+,14.44,N
31,Y,2,-0.5599,N
31,N,3+,8.44,N
31,N,0,-10.559,N
31,Y,1,-7.5599,N
31,Y,3+,6.44,N
31,Y,1,-0.5599,N
31,N,3+,18.44,N
31,Y,0,-10.559,N
31,Y,1,-9.5599,N
31,N,3+,0.44,N
31,N,0,-11.559,N
32,Y,3+,10.44,N
32,N,0,-2.5599,N
32,N,3+,0.44,N
32,N,2,-2.5599,N
32,N,2,-3.5599,N
32,N,3+,13.44,N
32,Y,3+,-3.5599,N
32,N,3+,12.44,N
32,N,3+,1.44,N
32,N,0,-9.5599,N
32,Y,3+,-2.5599,N
32,N,3+,1.44,N
32,Y,3+,-2.5599,N
32,N,3+,8.44,N
32,Y,0,-11.559,N
32,N,1,-11.56,N
32,N,3+,-0.5599,N
32,N,0,-11.559,N
32,N,2,4.44,N
32,N,3+,1.44,N
32,N,3+,5.44,N
32,N,3+,2.44,N
32,N,1,-9.5599,N
32,N,3+,4.44,N
33,N,2,4.44,Y
33,Y,3+,1.44,Y
33,Y,3+,2.44,Y
33,Y,1,-1.5599,Y
33,N,1,-7.5599,Y
33,Y,3+,5.44,Y
33,Y,3+,6.44,Y
33,N,1,-10.56,N
33,Y,3+,0.44,N
33,N,2,19.44,N
33,N,2,-2.5599,N
33,N,1,-4.5599,N
33,N,3+,18.44,N
33,N,2,6.44,N
34,Y,2,13.44,Y
34,N,3+,8.44,Y
34,Y,0,-9.5599,Y
34,N,0,4.44,Y
34,N,3+,10.44,Y
34,Y,0,-1.5599,Y
34,N,2,10.44,Y
34,N,3+,11.44,Y
34,N,3+,-2.5599,Y
34,Y,0,-11.559,N
34,Y,1,3.44,N
34,Y,2,4.44,N
34,Y,3+,-3.56,N
34,Y,0,-8.5599,N
34,N,2,8.44,N
34,Y,3+,8.44,N
34,Y,3+,4.44,N
34,Y,2,-3.5599,N
34,Y,3+,8.44,N
34,N,2,-3.5599,N
34,N,1,-9.5599,N
34,Y,3+,-2.5599,N
34,Y,3+,2.44,N
34,Y,2,0.44,N
34,N,1,4.44,N
34,Y,2,-7.5599,N
34,Y,3+,11.44,N
34,N,0,-12.559,N
34,N,3+,9.44,N
34,Y,1,-2.5599,N
34,Y,3+,-2.5599,N
34,Y,2,13.44,N
34,Y,3+,11.44,N
34,Y,2,0.44,N
34,Y,3+,12.44,N
35,Y,0,0.44,Y
35,N,1,-10.559,Y
35,N,0,-6.5599,Y
35,Y,1,-12.559,Y
35,N,0,-11.559,Y
35,N,1,-9.5599,Y
35,N,2,-10.559,Y
35,N,2,6.44,Y
35,Y,0,-6.5599,Y
35,Y,3+,-5.5599,Y
35,Y,3+,-0.5599,Y
35,N,3+,17.44,Y
35,Y,1,-0.5599,Y
35,Y,1,-0.5599,Y
35,Y,0,2.44,Y
35,N,1,6.44,Y
35,Y,2,-6.5599,Y
35,Y,2,9.44,Y
35,Y,3+,4.44,Y
35,N,0,-13.559,Y
35,N,3+,5.44,N
35,N,2,-7.5599,N
35,N,3+,3.44,N
35,N,2,-6.5599,N
35,N,1,-13.559,N
35,N,3+,-0.5599,N
35,N,3+,6.44,N
35,Y,3+,18.44,N
35,Y,3+,3.44,N
35,Y,0,-7.5599,N
35,Y,3+,-2.5599,N
35,Y,1,-2.56,N
35,Y,3+,-8.5599,N
35,Y,2,-0.5599,N
35,N,2,4.44,N
35,Y,3+,1.44,N
35,Y,2,12.44,N
35,N,1,-6.5599,N
35,Y,2,10.44,N
35,N,0,-11.559,N
35,Y,2,-6.5599,N
35,N,3+,5.44,N
35,Y,3+,10.44,N
35,N,3+,2.44,N
35,Y,3+,14.44,N
35,N,1,-9.5599,N
35,N,3+,16.44,N
35,N,0,16.44,N
36,N,3+,12.44,Y
36,Y,2,-4.5599,Y
36,N,0,-10.559,Y
36,N,0,-8.5599,N
36,N,2,-0.5599,N
36,Y,2,-2.5599,N
36,Y,2,-3.5599,N
36,N,1,5.44,N
36,N,3+,19.44,N
36,N,3+,1.44,N
36,Y,3+,3.44,N
36,N,3+,1.44,N
36,N,3+,2.44,N
36,N,1,-9.5599,N
36,N,1,-7.5599,N
36,Y,1,4.44,N
36,Y,1,-5.5599,N
37,Y,1,1.44,N
37,N,3+,5.44,N
37,Y,2,-4.5599,N
37,Y,3+,18.44,N
37,Y,2,-2.5599,N
37,Y,2,-3.5599,N
37,Y,0,-9.5599,N
37,Y,3+,9.44,N
37,N,1,-6.5599,N
37,N,0,-13.559,N
37,N,3+,3.44,N
37,N,3+,16.44,N
37,N,3+,10.44,N
38,Y,3+,8.44,Y
38,N,3+,15.44,Y
38,Y,3+,-1.5599,Y
38,Y,3+,15.44,Y
38,Y,3+,9.44,Y
38,N,0,-6.5599,Y
38,N,1,19.44,Y
38,N,3+,19.44,N
38,N,3+,0.44,N
38,N,0,-12.559,N
38,N,3+,16.44,N
38,N,3+,17.44,N
38,N,3+,16.44,N
38,N,0,-9.5599,N
39,N,3+,4.44,Y
39,Y,1,-10.559,Y
39,N,3+,8.44,N
39,N,3+,14.44,N
39,Y,0,-1.5599,N
39,Y,0,-10.56,N
39,Y,2,-1.5599,N
39,Y,0,-7.5599,N
39,Y,1,-0.5599,N
39,Y,2,-1.5599,N
39,N,0,-6.56,N
39,Y,3+,10.44,N
39,N,3+,5.44,N
39,N,0,-4.5599,N
39,N,0,-11.559,N
39,Y,0,-10.56,N
39,N,3+,13.44,N
39,N,3+,8.44,N
39,Y,2,12.44,N
39,N,0,-13.559,N
39,N,3+,-7.5599,N
39,Y,3+,-8.5599,N
39,N,0,-7.5599,N
39,N,3+,19.44,N
39,Y,0,3.44,N
39,Y,3+,7.44,N
40,N,2,2.44,Y
40,N,3+,2.44,Y
40,N,3+,1.44,Y
40,N,0,-12.559,Y
40,Y,0,-4.5599,Y
40,Y,0,-3.5599,Y
40,N,0,-10.559,Y
40,Y,3+,10.44,Y
40,N,0,-7.5599,Y
40,Y,3+,3.44,Y
40,Y,1,-3.5599,Y
40,N,0,-9.5599,Y
40,Y,0,0.44,Y
40,Y,2,5.44,Y
40,Y,3+,1.44,Y
40,N,3+,10.44,Y
40,N,3+,11.44,Y
40,Y,0,-8.5599,Y
40,Y,3+,4.44,Y
40,N,0,5.44,Y
40,Y,1,-1.5599,Y
40,Y,0,12.44,Y
40,N,1,-8.5599,Y
40,N,0,4.44,Y
40,N,0,-11.559,Y
40,Y,2,-1.5599,Y
40,N,1,11.44,Y
40,N,3+,15.44,Y
40,Y,1,-5.5599,Y
40,N,3+,4.44,N
40,Y,3+,5.44,N
40,Y,3+,0.44,N
40,N,3+,19.44,N
40,Y,3+,0.44,N
40,N,0,-4.5599,N
40,N,3+,13.44,N
40,N,3+,14.44,N
40,Y,3+,17.44,N
40,Y,0,-10.559,N
40,N,3+,-4.5599,N
40,N,3+,12.44,N
41,N,3+,6.44,Y
41,N,3+,6.44,Y
41,N,0,6.44,Y
41,N,1,1.44,N
41,Y,3+,13.44,N
41,Y,3+,10.44,N
41,Y,2,-4.5599,N
41,Y,0,-8.5599,N
41,Y,3+,0.44,N
41,N,3+,2.44,N
41,N,3+,-0.5599,N
41,Y,3+,7.44,N
41,N,3+,12.44,N
41,N,2,-7.5599,N
41,Y,1,-1.5599,N
41,N,1,11.44,N
41,Y,2,-2.5599,N
41,Y,0,-3.5599,N
41,N,0,-12.559,N
41,Y,2,-0.5599,N
41,N,1,-5.5599,N
41,N,2,-1.5599,N
41,Y,1,5.44,N
41,N,1,-6.5599,N
41,Y,3+,8.44,N
41,Y,1,-9.5599,N
42,N,1,-7.5599,Y
42,Y,1,-2.5599,Y
42,N,0,-13.559,Y
42,N,1,0.44,Y
42,N,1,-0.5599,Y
42,N,0,-10.56,N
42,Y,2,9.44,N
42,Y,3+,11.44,N
42,Y,1,1.44,N
42,Y,3+,16.44,N
42,Y,1,-1.5599,N
43,N,0,1.44,Y
43,Y,0,-6.5599,Y
43,Y,1,-0.5599,Y
43,N,2,3.44,Y
43,N,3+,0.44,Y
43,Y,2,5.44,Y
43,N,0,6.44,Y
43,Y,2,2.44,Y
43,Y,2,-2.5599,Y
43,N,1,-0.5599,Y
43,Y,0,-11.559,Y
43,N,3+,17.44,Y
43,Y,1,2.44,Y
43,N,2,-8.5599,Y
43,Y,1,-0.5599,Y
43,Y,3+,11.44,Y
43,Y,0,-12.559,Y
43,Y,1,0.44,N
43,Y,1,-3.5599,N
43,N,0,0.44,N
43,N,0,-13.56,N
43,Y,1,-5.5599,N
43,N,2,-2.5599,N
43,Y,0,-9.5599,N
43,Y,1,-10.559,N
43,N,0,-12.559,N
43,Y,3+,12.44,N
43,N,1,-8.5599,N
43,N,0,-10.559,N
43,Y,3+,-5.5599,N
43,Y,3+,6.44,N
43,N,3+,18.44,N
43,N,3+,13.44,N
43,N,0,-1.5599,N
43,Y,0,-10.559,N
43,N,0,-13.56,N
43,N,0,-13.56,N
43,Y,3+,12.44,N
43,Y,2,-4.5599,N
43,Y,2,-6.5599,N
43,N,1,0.44,N
43,Y,3+,17.44,N
43,N,0,-11.56,N
43,Y,3+,10.44,N
43,N,0,-0.5599,N
44,N,0,-7.5599,N
44,N,3+,13.44,N
44,Y,3+,16.44,N
44,N,3+,0.44,N
44,N,3+,5.44,N
44,N,3+,2.44,N
44,N,0,-0.5599,N
44,N,3+,7.44,N
44,Y,2,1.44,N
44,N,0,-3.5599,N
44,N,3+,13.44,N
44,N,0,-13.559,N
44,Y,1,-1.5599,N
44,N,0,-0.5599,N
44,Y,2,1.44,N
44,N,3+,1.44,N
44,N,0,-10.559,N
44,N,1,-6.56,N
44,N,1,-4.5599,N
44,N,0,18.44,N
44,Y,2,16.44,N
44,N,2,7.44,N
44,N,0,-10.559,N
44,N,2,-2.5599,N
44,N,1,-4.5599,N
44,Y,2,-3.5599,N
44,N,3+,-5.56,N
45,Y,1,10.44,Y
45,N,0,-7.5599,Y
45,Y,2,-6.5599,Y
45,Y,2,-2.5599,Y
45,Y,1,-9.5599,Y
45,Y,1,-10.559,N
45,N,3+,11.44,N
45,N,1,-10.559,N
45,N,3+,1.44,N
45,N,0,10.44,N
45,N,2,0.44,N
45,N,2,-3.5599,N
45,N,2,19.44,N
45,N,3+,17.44,N
45,N,2,-8.5599,N
45,N,1,-6.5599,N
45,Y,1,4.44,N
45,Y,1,1.44,N
45,N,0,-9.5599,N
45,N,1,-6.5599,N
45,N,2,4.44,N
45,Y,3+,-0.5599,N
45,N,1,-6.5599,N
45,N,0,-13.559,N
45,N,2,-8.5599,N
45,N,1,-6.5599,N
45,Y,3+,-0.5599,N
45,Y,3+,-2.5599,N
45,N,2,-11.559,N
45,Y,3+,10.44,N
45,N,1,-4.5599,N
45,N,2,-4.56,N
45,Y,3+,-1.5599,N
45,N,0,-1.5599,N
45,N,0,-12.56,N
45,Y,1,-10.559,N
45,N,3+,1.44,N
45,N,3+,5.44,N
45,N,0,-12.56,N
46,Y,3+,13.44,Y
46,Y,3+,7.44,Y
46,Y,1,7.44,Y
46,Y,1,-1.5599,Y
46,Y,1,-8.5599,Y
46,N,0,-8.5599,Y
46,Y,3+,-0.5599,Y
46,N,2,0.44,Y
46,N,0,-10.559,Y
46,Y,3+,7.44,Y
46,N,2,3.44,Y
46,Y,1,0.44,Y
46,N,3+,8.44,N
46,Y,2,0.44,N
46,Y,1,-11.559,N
46,N,2,-9.5599,N
46,Y,2,-3.5599,N
46,N,3+,10.44,N
46,Y,2,-1.5599,N
46,N,3+,15.44,N
46,Y,2,0.44,N
46,Y,0,-10.56,N
46,N,3+,-5.5599,N
46,Y,2,-3.5599,N
46,N,0,-11.559,N
46,Y,3+,4.44,N
46,Y,1,-2.5599,N
46,N,1,-6.5599,N
46,Y,3+,7.44,N
46,N,0,0.44,N
46,N,3+,2.44,N
46,Y,3+,-2.5599,N
46,N,0,-4.5599,N
46,N,1,-5.5599,N
46,N,3+,9.44,N
46,Y,1,-10.559,N
46,N,0,-11.559,N
46,N,2,3.44,N
46,Y,3+,-2.5599,N
46,Y,3+,6.44,N
46,N,0,-4.5599,N
46,Y,2,-2.5599,N
46,N,3+,16.44,N
46,Y,0,-7.5599,N
46,N,3+,16.44,N
46,Y,0,-5.5599,N
46,Y,0,-12.56,N
46,Y,2,2.44,N
46,Y,3+,-5.5599,N
46,Y,3+,-0.5599,N
46,N,1,-2.5599,N
46,Y,3+,7.44,N
46,Y,0,-12.56,N
46,Y,3+,2.44,N
46,N,3+,15.44,N
46,Y,0,-7.5599,N
46,N,3+,8.44,N
46,Y,3+,6.44,N
46,Y,1,-2.5599,N
46,Y,3+,1.44,N
46,Y,1,-6.5599,N
46,Y,2,-3.5599,N
46,N,3+,17.44,N
46,Y,2,-0.5599,N
46,N,2,5.44,N
46,N,0,-11.559,N
46,N,3+,-3.5599,N
46,Y,0,-12.56,N
46,Y,2,17.44,N
46,Y,1,13.44,N
46,N,0,-9.5599,N
46,Y,3+,6.44,N
46,N,0,-7.5599,N
46,N,0,-9.5599,N
46,N,3+,18.44,N
46,N,3+,3.44,N
46,N,1,-12.559,N
46,N,0,-11.559,N
46,Y,2,-0.5599,N
46,N,0,-4.5599,N
46,N,2,2.44,N
46,Y,3+,0.44,N
46,N,3+,0.44,N
46,N,0,6.44,N
46,N,3+,8.44,N
46,N,2,-0.5599,N
47,Y,2,-0.5599,Y
47,Y,3+,12.44,Y
47,N,0,1.44,Y
47,N,0,-11.559,Y
47,N,0,-6.5599,Y
47,Y,2,8.44,Y
47,N,3+,16.44,N
47,Y,3+,1.44,N
47,Y,3+,6.44,N
47,N,0,-9.5599,N
47,N,2,8.44,N
47,Y,3+,8.44,N
47,Y,0,8.44,N
47,N,3+,9.44,N
47,N,1,17.44,N
48,Y,2,1.44,Y
48,Y,2,-1.5599,Y
48,N,1,-4.5599,Y
48,Y,3+,4.44,Y
48,N,2,-5.5599,Y
48,N,0,17.44,Y
48,N,3+,16.44,Y
48,Y,1,-6.5599,Y
48,Y,0,-12.559,Y
48,Y,3+,2.44,Y
48,Y,0,-5.5599,Y
48,N,3+,13.44,Y
48,N,0,-11.559,Y
48,Y,1,-0.5599,Y
48,N,3+,9.44,Y
48,Y,0,-7.5599,Y
48,Y,2,-0.5599,N
48,N,1,-10.559,N
48,N,3+,15.44,N
48,N,0,-13.559,N
48,N,2,14.44,N
48,N,0,-12.559,N
48,Y,3+,12.44,N
48,Y,2,3.44,N
48,N,0,-0.5599,N
48,Y,3+,-1.5599,N
48,Y,2,0.44,N
48,Y,3+,11.44,N
48,Y,2,2.44,N
48,N,3+,17.44,N
48,N,0,-11.56,N
48,Y,1,-4.5599,N
48,Y,1,-4.5599,N
48,Y,0,-10.559,N
48,Y,1,5.44,N
48,Y,1,14.44,N
48,N,2,-0.5599,N
48,Y,1,-5.5599,N
48,N,0,-4.5599,N
48,N,0,-9.5599,N
48,N,0,-4.5599,N
48,N,1,0.44,N
49,N,0,-12.559,N
49,N,0,-9.5599,N
49,N,0,-10.559,N
49,N,3+,2.44,N
50,Y,3+,4.44,Y
50,Y,3+,7.44,Y
50,Y,3+,9.44,Y
50,Y,0,-12.559,Y
50,Y,3+,1.44,N
50,N,3+,3.44,N
50,N,3+,8.44,N
50,N,0,-8.5599,N
50,Y,3+,6.44,N
50,N,2,0.44,N
50,Y,0,-7.5599,N
50,N,0,-6.5599,N
50,N,0,-10.56,N
50,N,0,-8.5599,N
50,N,0,-12.56,N
50,N,2,9.44,N
50,Y,3+,15.44,N
50,Y,3+,0.44,N
50,N,0,-9.5599,N
51,N,3+,-1.5599,Y
51,N,3+,6.44,Y
51,Y,2,-6.5599,Y
51,Y,3+,-3.5599,Y
51,N,3+,-6.5599,Y
51,Y,3+,1.44,Y
51,Y,3+,1.44,Y
51,N,1,-11.559,Y
51,Y,1,-12.559,Y
51,Y,0,-10.559,Y
51,Y,3+,-1.5599,Y
51,N,3+,12.44,Y
51,Y,1,-7.5599,Y
51,N,0,-0.5599,Y
51,Y,1,-11.559,Y
51,Y,0,-6.5599,Y
51,N,0,-12.559,Y
51,N,3+,12.44,N
51,N,3+,8.44,N
51,N,0,-12.559,N
51,Y,1,-7.56,N
51,N,1,-3.5599,N
51,N,0,-11.559,N
51,N,1,-1.56,N
51,N,3+,-4.5599,N
51,Y,3+,12.44,N
51,N,3+,10.44,N
51,Y,3+,4.44,N
51,Y,1,-8.5599,N
51,N,2,-7.5599,N
51,Y,1,-7.56,N
51,N,3+,-1.5599,N
51,Y,1,-5.5599,N
51,Y,2,-1.56,N
51,N,3+,17.44,N
51,N,0,-9.5599,N
51,N,2,-7.5599,N
52,N,1,-9.5599,Y
52,N,0,-2.5599,Y
52,N,1,-11.559,Y
52,N,1,-9.5599,Y
52,N,0,-12.559,Y
52,Y,2,2.44,Y
52,N,0,-12.559,Y
52,N,3+,8.44,Y
52,Y,1,-3.5599,Y
52,N,0,-11.559,Y
52,Y,3+,14.44,Y
52,N,1,-6.5599,Y
52,N,1,-12.559,Y
52,N,0,1.44,Y
52,Y,1,4.44,Y
52,Y,0,-12.559,Y
52,N,1,-8.5599,Y
52,N,3+,10.44,Y
52,N,0,-10.559,Y
52,Y,1,-6.5599,N
52,N,1,-5.5599,N
52,Y,0,-13.559,N
52,Y,1,-9.5599,N
52,N,0,-10.559,N
52,N,3+,14.44,N
52,Y,3+,3.44,N
52,Y,0,-13.559,N
52,N,1,-7.5599,N
52,N,3+,-3.5599,N
52,N,2,-0.5599,N
52,N,3+,-2.5599,N
52,N,3+,-3.5599,N
52,N,0,-7.5599,N
52,N,1,-1.5599,N
52,N,3+,13.44,N
52,Y,1,-6.5599,N
52,Y,3+,4.44,N
52,Y,3+,10.44,N
52,N,1,-6.5599,N
52,N,1,-8.5599,N
52,N,0,-11.559,N
52,N,3+,6.44,N
52,N,3+,19.44,N
52,Y,3+,6.44,N
52,Y,1,-9.5599,N
52,Y,3+,14.44,N
52,Y,3+,3.44,N
52,Y,0,-9.5599,N
52,Y,3+,14.44,N
52,Y,3+,6.44,N
52,N,3+,19.44,N
52,N,0,-5.56,N
52,Y,3+,11.44,N
52,Y,3+,10.44,N
52,Y,3+,2.44,N
52,N,3+,6.44,N
52,Y,0,-7.5599,N
52,Y,3+,4.44,N
52,N,0,-12.56,N
52,Y,3+,1.44,N
52,Y,1,2.44,N
53,Y,3+,19.44,Y
53,N,0,-9.56,Y
53,N,0,10.44,Y
53,N,1,-11.559,Y
53,N,3+,6.44,Y
53,Y,3+,13.44,Y
53,Y,2,4.44,Y
53,Y,2,0.44,Y
53,N,1,-5.5599,Y
53,N,3+,0.44,Y
53,N,0,17.44,Y
53,Y,1,-7.5599,Y
53,N,0,-0.5599,Y
53,N,2,-0.5599,Y
53,Y,3+,0.44,Y
53,N,0,-1.56,Y
53,Y,3+,1.44,Y
53,N,2,-6.5599,Y
53,Y,0,-9.56,Y
55,N,3+,6.44,Y
55,Y,0,-1.5599,Y
55,N,3+,4.44,Y
55,N,1,2.44,Y
55,N,2,13.44,Y
55,N,1,6.44,Y
56,Y,3+,13.44,Y
56,Y,0,-9.5599,Y
56,N,0,-9.5599,Y
56,N,0,-12.559,Y
56,N,1,-10.559,Y
56,Y,1,6.44,Y
56,Y,0,-3.5599,Y
56,Y,2,0.44,Y
56,Y,0,-7.5599,Y
56,N,1,5.44,Y
56,Y,0,-8.5599,Y
56,Y,3+,9.44,Y
56,N,1,-11.559,Y
56,N,3+,16.44,Y
56,N,3+,16.44,Y
56,N,3+,8.44,Y
56,Y,3+,9.44,Y
56,Y,0,-9.5599,Y
56,Y,1,-7.5599,Y
56,Y,3+,5.44,Y
56,Y,1,-7.5599,Y
56,Y,2,1.44,N
56,Y,1,10.44,N
56,N,3+,3.44,N
56,N,3+,15.44,N
56,N,3+,-0.5599,N
56,N,0,-12.559,N
56,Y,1,-8.5599,N
56,Y,0,-2.5599,N
56,Y,1,-1.5599,N
56,N,2,-1.5599,N
56,Y,3+,17.44,N
56,N,0,-11.559,N
56,Y,2,1.44,N
56,Y,0,-13.559,N
56,N,3+,5.44,N
56,N,0,-11.559,N
56,Y,1,-4.5599,N
56,N,0,-8.5599,N
56,Y,3+,12.44,N
56,Y,0,-8.5599,N
56,N,0,-8.5599,N
56,Y,3+,9.44,N
56,N,0,-10.559,N
56,Y,2,-2.5599,N
57,N,1,-0.5599,Y
57,Y,3+,4.44,Y
57,N,3+,3.44,Y
57,N,3+,17.44,Y
57,Y,1,3.44,N
57,N,3+,0.44,N
57,N,3+,18.44,N
57,N,3+,2.44,N
57,Y,3+,3.44,N
57,N,1,-1.5599,N
57,N,0,-9.5599,N
57,N,3+,14.4399,N
57,N,0,-6.5599,N
57,Y,3+,18.44,N
57,N,3+,-1.5599,N
57,N,2,2.44,N
57,N,1,0.44,N
57,N,0,-5.5599,N
57,N,3+,10.44,N
57,N,0,-7.5599,N
57,N,3+,-1.5599,N
57,N,0,-6.5599,N
57,Y,2,5.44,N
57,N,0,-9.5599,N
57,N,0,-9.5599,N
57,N,3+,6.44,N
57,N,0,-6.5599,N
58,N,0,4.44,Y
58,Y,3+,16.44,Y
58,N,0,-11.559,Y
58,N,0,-9.5599,Y
58,Y,1,0.44,Y
58,N,3+,19.44,Y
58,N,3+,19.44,Y
58,N,3+,0.44,Y
58,Y,3+,3.44,Y
58,N,1,3.44,Y
58,Y,3+,14.44,Y
58,N,3+,17.44,Y
58,N,2,-7.5599,Y
58,Y,0,-8.5599,N
58,N,1,-6.5599,N
58,Y,3+,18.44,N
58,Y,3+,15.44,N
58,N,3+,15.44,N
58,Y,0,-8.5599,N
58,Y,0,-9.5599,N
58,Y,2,-1.5599,N
58,Y,2,1.44,N
58,N,0,-11.559,N
58,N,0,-12.559,N
58,N,0,-7.5599,N
58,N,1,-3.5599,N
58,N,2,-8.5599,N
58,N,0,-0.5599,N
58,N,2,10.44,N
58,Y,1,-5.5599,N
58,Y,2,-5.5599,N
58,Y,0,-2.5599,N
58,Y,1,3.44,N
59,N,1,-9.5599,N
59,N,3+,2.44,N
59,N,2,-10.559,N
59,N,3+,10.44,N
59,N,0,-12.56,N
59,Y,2,-8.5599,N
59,N,0,-12.56,N
59,N,1,-8.5599,N
59,N,3+,11.44,N
59,N,3+,4.44,N
60,N,0,-13.56,Y
60,N,3+,10.44,Y
60,N,0,-7.5599,Y
60,N,0,10.44,Y
60,Y,0,-8.5599,Y
60,Y,3+,6.44,Y
60,N,0,-8.5599,Y
60,N,1,-8.5599,Y
60,Y,3+,-1.5599,Y
60,N,2,-3.5599,Y
60,N,3+,4.44,N
60,Y,1,-7.56,N
60,N,1,17.44,N
60,N,3+,2.44,N
60,N,2,0.44,N
60,Y,2,-0.5599,N
60,N,3+,7.44,N
60,N,0,-3.5599,N
60,Y,2,2.44,N
60,N,0,-10.559,N
60,N,0,-13.559,N
60,N,3+,0.44,N
60,N,1,-4.5599,N
60,N,0,-11.559,N
60,N,0,-9.5599,N
60,N,0,-11.559,N
60,N,1,-5.5599,N
60,N,2,16.44,N
60,N,0,-12.559,N
60,Y,3+,7.44,N
60,N,0,-7.5599,N
60,N,3+,-0.5599,N
61,Y,1,-9.5599,Y
61,N,3+,10.44,Y
61,N,0,-12.56,Y
61,N,0,-8.5599,Y
61,N,2,8.44,Y
61,Y,1,-9.5599,Y
61,Y,3+,-3.5599,Y
61,N,0,-12.56,Y
61,N,3+,12.44,Y
61,N,2,0.44,Y
61,N,0,-9.5599,Y
61,N,3+,6.44,N
61,Y,0,-9.5599,N
61,N,3+,5.44,N
61,N,2,11.44,N
61,N,2,-2.5599,N
61,N,1,-7.5599,N
61,N,1,-5.5599,N
61,N,1,-8.5599,N
61,N,3+,19.44,N
61,N,3+,0.44,N
61,N,2,8.44,N
61,N,1,-7.5599,N
61,Y,3+,1.44,N
61,N,0,-9.5599,N
61,Y,1,-0.5599,N
61,N,1,-9.5599,N
61,Y,0,-10.559,N
61,N,3+,11.44,N
61,N,3+,8.44,N
61,Y,0,-11.559,N
61,N,3+,1.44,N
61,N,1,-5.56,N
61,N,3+,14.44,N
61,N,3+,19.44,N
61,Y,2,-9.5599,N
61,N,2,-2.5599,N
61,N,3+,14.44,N
61,N,2,-4.5599,N
61,N,3+,14.44,N
61,N,0,-13.56,N
61,N,3+,10.44,N
