cluster_id,item,context,rpitch,rintensity,rduration,target,trial,text
1180,12,New,-1694.992364,4.862,-0.768370602,NA,3,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
207,12,New,338.6395429,5.526,0.093818755,Adjective,5,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
741,12,New,-331.1252831,8.134,-0.460524885,Adjective,10,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
820,12,New,-169.2300939,-0.759,-0.880358723,Noun,29,"John had to evaluate the project, and at first, he was not sure what to do. In the end, here's what he did: He gave the project a strong recommendation."
1004,12,NoAlternative,-168.3346343,4.177,-0.529259325,Adjective,4,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1050,12,NoAlternative,198.2265374,4.507,-0.432864082,Adjective,1,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1169,12,NoAlternative,-123.1636909,4.314,-1.077558879,Noun,13,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1170,12,NoAlternative,-410.711028,3.124,-0.873273347,Noun,36,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1171,12,NoAlternative,82.66949245,11.994,-0.364643114,Noun,23,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1172,12,NoAlternative,-399.4655131,-2.754,-1.098612289,Noun,29,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1173,12,NoAlternative,121.8040723,8.951,-0.647684806,Adjective,19,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1174,12,NoAlternative,-200.5474484,4.469,-1.027153325,Noun,31,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1175,12,NoAlternative,-157.6542967,-1.718,-0.800777845,Noun,7,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1176,12,NoAlternative,-365.6959387,6.458,-0.916290732,Noun,35,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1177,12,NoAlternative,124.1517538,8.851,-0.813510863,Noun,36,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1178,12,NoAlternative,65.63688172,5.823,-0.762140052,Noun,3,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1179,12,NoAlternative,228.8024394,1.768,-0.803495238,Noun,19,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1180,12,NoAlternative,NA,0.634,-0.810930216,Adjective,34,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
207,12,NoAlternative,-3.98442995,-4.121,-0.498246842,Adjective,13,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
264,12,NoAlternative,56.33200516,3.14,-0.445311017,Adjective,29,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
741,12,NoAlternative,-74.47782464,2.93,-0.938269639,Adjective,32,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
820,12,NoAlternative,374.3434281,1.476,-0.893817876,Adjective,1,"John had to evaluate the project, and was expected to write a detailed recommendation to his boss. In the end, that's what he did: He gave the project a strong recommendation."
1004,12,Alternative,-401.0538291,7.005,-0.922333046,Adjective,21,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1050,12,Alternative,480.6116033,9.233,-0.362905494,Adjective,35,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1169,12,Alternative,-283.0704836,1.865,-0.832909123,Noun,35,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1170,12,Alternative,158.6559827,4.948,-1.079380927,Adjective,15,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1171,12,Alternative,NA,9.258,-0.515466003,Adjective,34,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1172,12,Alternative,215.702242,6.232,-0.830348302,Noun,9,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1173,12,Alternative,244.8901621,4.634,-0.637266722,Adjective,8,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1174,12,Alternative,-164.4768956,1.926,-0.880358723,Adjective,17,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1175,12,Alternative,-767.1521835,-3.597,-0.394654192,Adjective,24,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1176,12,Alternative,625.8930432,9.38,-0.870077889,Adjective,11,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1177,12,Alternative,901.6863282,8.01,-0.992390075,Noun,15,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1178,12,Alternative,54.13950463,6.1,-0.669049629,NA,20,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1179,12,Alternative,-97.5752327,1.255,-1.005521866,Noun,3,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1180,12,Alternative,NA,4.12,-0.745790914,Noun,17,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
207,12,Alternative,-1154.349214,-0.313,-0.405465108,Noun,25,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
264,12,Alternative,-1407.272711,1.58,-0.458574933,Noun,6,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
741,12,Alternative,-67.48175912,7.463,-0.819027426,Noun,23,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
820,12,Alternative,620.8058569,7.046,-0.726669873,Adjective,24,"John had to evaluate the project, and was expected to write a weak recommendation by his boss. In the end, that's what he did: He gave the project a strong recommendation."
1004,2,New,34.88997324,-0.142,-1.56563529,Noun,16,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1050,2,New,164.2778438,-7.474,-1.114360646,Adjective,36,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1169,2,New,-38.56955823,-4.354,-1.540445041,Noun,30,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1170,2,New,-84.85681324,-12.466,-1.597603455,Noun,14,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1171,2,New,-14.10070364,-13.061,-0.860201265,Noun,31,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1172,2,New,-106.743235,-5.631,-1.443452775,Noun,11,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1173,2,New,-374.4379887,-8.372,-1.299282984,Noun,4,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1174,2,New,53.25889471,-5.943,-1.562185028,Noun,14,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1175,2,New,-97.36162741,-7.464,-1.337504197,Noun,17,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1176,2,New,90.83580176,-6.581,-0.798507696,Noun,3,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1177,2,New,-32.418315,-9.986,-1.691676011,Noun,21,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1178,2,New,216.0385775,-11.843,-0.841567186,Noun,21,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1179,2,New,-460.95235,-9.318,-1.427116356,Noun,9,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1180,2,New,-52.49972023,-8.215,-1.442383828,Noun,14,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
207,2,New,-1035.991182,-9.89,-1.850599969,Noun,32,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
741,2,New,-351.3727033,-7.033,-1.149905583,Noun,16,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
820,2,New,-200.4227388,-8.486,-1.484274769,Noun,23,"Guess what John's aunt, who is incredibly generous, brought for his birthday: A new bicycle!"
1004,2,NoAlternative,6.016806505,-6.03,-1.639743262,Noun,28,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1050,2,NoAlternative,-24.08246938,-5.054,-1.419084184,Noun,22,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1169,2,NoAlternative,-19.7261698,-5.154,-1.386294361,Noun,4,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1170,2,NoAlternative,-161.3196529,-7.66,-1.409824859,Noun,1,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1171,2,NoAlternative,-181.6695384,-17.188,-0.967584026,Noun,8,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1172,2,NoAlternative,-702.637709,-17.754,-1.314320861,Noun,24,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1173,2,NoAlternative,-314.1324218,-11.727,-1.432103897,Noun,30,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1174,2,NoAlternative,89.4318263,-5.038,-1.049822124,Adjective,1,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1175,2,NoAlternative,-426.8191391,-5.333,-0.970778917,Noun,30,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1176,2,NoAlternative,-297.1236216,-11.521,-1.432103897,Noun,13,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1177,2,NoAlternative,75.51195919,-10.181,-1.637608789,Adjective,8,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1178,2,NoAlternative,-122.5772531,-11.175,-1.280933845,Noun,33,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1179,2,NoAlternative,-710.448023,-4.553,-1.312186389,Noun,33,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1180,2,NoAlternative,-69.18120308,-6.742,-1.401798548,Noun,1,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
207,2,NoAlternative,30.43526973,-3.862,-1.402823663,Adjective,8,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
264,2,NoAlternative,-186.0348961,-13.519,-1.654558348,Noun,14,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
741,2,NoAlternative,-1089.236059,-11.079,-1.598264612,Noun,6,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
820,2,NoAlternative,515.752674,-2.529,-1.178654996,Adjective,34,"Guess what John's aunt, who produces expensive bicycles, brought for his birthday: A new bicycle!"
1004,2,Alternative,-83.43738069,-3.66,-1.450832882,Noun,6,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1050,2,Alternative,81.11769378,-9.396,-1.369487243,Adjective,11,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1169,2,Alternative,67.45495143,-5.725,-1.218157439,Adjective,18,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1170,2,Alternative,99.71951253,-2.827,-0.972732043,Adjective,27,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1171,2,Alternative,14.88795737,-13.023,-0.867500568,Adjective,20,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1172,2,Alternative,102.0066086,-2.395,-1.143563677,Adjective,36,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1173,2,Alternative,-636.2568966,-11.395,-1.370546004,Noun,17,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1174,2,Alternative,221.4627394,-3.452,-1.038893054,Adjective,26,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1175,2,Alternative,117.0038195,-3.742,-1.085708884,Adjective,6,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1176,2,Alternative,-202.3744286,-8.95,-1.745239454,Noun,27,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1177,2,Alternative,47.27111115,-5.176,-1.648658626,Adjective,32,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1178,2,Alternative,128.3782296,-4.038,-0.99852883,Adjective,9,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1179,2,Alternative,-511.2855116,-5.744,-1.368275856,Noun,21,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1180,2,Alternative,-2093.107392,-2.173,-0.944461609,Adjective,25,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
207,2,Alternative,26.65584967,-0.557,-1.673976434,Adjective,20,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
264,2,Alternative,-441.9631153,-14.586,-1.704748092,Noun,25,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
741,2,Alternative,188.821565,2.833,-0.908855753,Adjective,30,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
820,2,Alternative,342.6380882,-2.165,-1.073610986,Adjective,12,"Guess what John's aunt, who deals with old bicycles, brought for his birthday: A new bicycle!"
1004,3,New,-120.9120013,2.541,-0.546543706,Noun,32,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1050,3,New,9.52784064,8.189,-0.379489622,Noun,18,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1169,3,New,234.3627509,1.367,-0.451985124,Noun,11,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1171,3,New,144.995098,16.83,-0.294239473,Noun,12,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1172,3,New,NA,2.448,-0.472906389,Noun,22,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1173,3,New,129.0062711,7.316,-0.458307589,Noun,26,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1174,3,New,-92.11116985,0.586,-0.650587566,NA,10,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1175,3,New,-18.883434,-3.725,-0.723918839,Noun,28,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1176,3,New,225.1649001,10.82,-0.332705754,Noun,22,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1177,3,New,-104.7622748,-2.771,-0.744440475,Noun,6,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1178,3,New,2031.14103,12.325,-0.48342665,Noun,31,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1179,3,New,-739.3650617,0.582,-0.287682072,Noun,30,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1180,3,New,1.425303032,-3.319,-0.462623522,Noun,6,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
207,3,New,108.6557242,9.57,-0.343771539,Noun,2,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
264,3,New,1284.448181,2.674,-0.516690743,Noun,13,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
741,3,New,357.5729389,2.325,-0.37223946,Noun,5,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
820,3,New,371.4303707,4.471,-0.418710335,Noun,25,I suspected that he would bring some sort of food. And low and behold: he brought some salty popcorn.
1004,3,NoAlternative,-192.1388582,4.791,-0.587786665,Noun,24,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1050,3,NoAlternative,NA,11.371,-0.480972661,Adjective,27,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1169,3,NoAlternative,79.69692587,1.679,-0.47957308,Noun,28,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1170,3,NoAlternative,-37.72254449,5.714,-0.443492504,Adjective,21,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1171,3,NoAlternative,NA,23.926,-0.228258652,Noun,28,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1172,3,NoAlternative,-238.3700085,2.102,-0.400323709,Noun,12,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1173,3,NoAlternative,294.1430041,1.238,-0.458307589,Noun,5,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1174,3,NoAlternative,1392.392058,10.258,-0.778669354,Adjective,15,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1175,3,NoAlternative,-118.108218,0.166,-0.381934611,Noun,16,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1176,3,NoAlternative,35.51230455,8.922,-0.727048732,Noun,4,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1177,3,NoAlternative,383.0747343,4.753,-0.39803013,Adjective,17,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1178,3,NoAlternative,NA,9.956,-0.466619531,Adjective,15,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1179,3,NoAlternative,NA,-0.006,-0.504556011,Noun,12,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1180,3,NoAlternative,-102.5075247,-3.177,-0.328504067,Noun,19,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
207,3,NoAlternative,1168.95111,-0.155,-0.063178902,Noun,31,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
264,3,NoAlternative,NA,4.857,-0.223143551,Adjective,8,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
741,3,NoAlternative,1554.304443,8.062,-0.278203328,Adjective,18,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
820,3,NoAlternative,722.4522012,11.846,-0.21217452,Adjective,19,I suspected that he would bring some delicious popcorn just as he usually does. And low and behold: he brought some salty popcorn.
1004,3,Alternative,1034.034979,8.455,-0.693147181,Noun,3,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1050,3,Alternative,193.1828718,4.957,-0.543615447,Noun,8,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1169,3,Alternative,-246.3082228,5.459,-0.31449333,Adjective,19,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1170,3,Alternative,-79.27740344,7.942,-0.500775288,Adjective,25,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1171,3,Alternative,NA,22.507,-0.064538521,Adjective,18,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1172,3,Alternative,689.6454874,7.153,0.114775515,Adjective,25,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1174,3,Alternative,-193.0023681,11.032,-0.824175443,Adjective,29,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1175,3,Alternative,842.2972775,0.552,-0.393488917,Adjective,10,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1176,3,Alternative,1335.712535,10.457,-0.174353387,Adjective,28,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1177,3,Alternative,64.54145546,4.603,-0.603916047,NA,26,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1178,3,Alternative,509.2613407,8.779,-0.551176919,Adjective,6,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1179,3,Alternative,497.590905,2.794,-0.173271721,NA,13,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1180,3,Alternative,381.7825164,5.314,-0.494018505,Adjective,27,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
207,3,Alternative,540.2119899,9.728,-0.298492989,Adjective,19,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
264,3,Alternative,-300.5598861,3.2,-0.526491741,Noun,33,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
741,3,Alternative,316.9638597,7.674,-0.310154928,Adjective,25,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
820,3,Alternative,1309.825003,7.594,-0.199128675,Adjective,11,I suspected that he would bring sweet popcorn as is common in Europe. And low and behold: he brought some salty popcorn.
1004,4,New,NA,2.747,0.987386654,Noun,7,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1050,4,New,NA,6.235,0.887303195,Noun,10,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1169,4,New,291.7340101,-0.573,0.733969175,Noun,16,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1170,4,New,115.5387928,2.615,0.875468737,Noun,26,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1171,4,New,-264.3291778,3.886,1.529395205,Noun,19,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1172,4,New,NA,-2.184,0.741937345,Noun,34,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1173,4,New,237.5912225,11.975,0.756326082,Noun,18,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1174,4,New,1571.100428,-3.131,1.401798548,Adjective,33,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1175,4,New,-69.71097562,5.424,1.466337069,Noun,8,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1176,4,New,-211.4897406,9.497,0.820980552,Noun,36,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1177,4,New,120.063813,4.001,0.675128675,Noun,33,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1178,4,New,479.42788,4.802,0.896088025,Noun,7,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1179,4,New,147.109768,-0.014,1.098612289,Noun,23,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1180,4,New,-82.85761247,7.54,0.800777845,Noun,26,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
207,4,New,-34.60268178,3.169,1.15923691,Noun,21,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
264,4,New,-427.9826271,-3.295,0.715620036,Noun,27,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
741,4,New,216.3804502,3.353,0.975379648,Noun,28,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
820,4,New,-34.45671479,6.161,1.126011263,Noun,10,"Mary collects ceramics. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1004,4,Alternative,174.9692959,1.683,0.587786665,Noun,19,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1050,4,Alternative,NA,6.577,0.800777845,Noun,32,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1169,4,Alternative,1833.855977,4.157,0.924948795,Adjective,29,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1170,4,Alternative,1358.281247,6.565,1.008228227,Noun,16,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1171,4,Alternative,NA,9.297,1.00764051,Adjective,33,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1172,4,Alternative,319.8109512,-2.215,0.712949808,Noun,10,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1173,4,Alternative,347.4322133,10.328,0.792238083,Noun,6,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1174,4,Alternative,NA,-1.004,1.174119841,Adjective,13,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1175,4,Alternative,NA,2.552,1.540445041,Adjective,18,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1176,4,Alternative,120.179415,10.819,1.252762968,Adjective,10,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1177,4,Alternative,341.6556712,10.04,0.841567186,Adjective,13,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1178,4,Alternative,100.5756546,3.038,0.840783179,Noun,16,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1179,4,Alternative,6.138211947,-1.96,1.016934258,Noun,8,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
1180,4,Alternative,140.9745063,8.785,0.926762032,Noun,13,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
264,4,Alternative,-526.4167248,0.901,1.029619417,Noun,2,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
741,4,Alternative,293.9044845,3.533,1.609437912,Noun,17,"Mary collects second hand tea pots, but only if they're cheap. She already has quite a collection. And guess what John, who just came back from Russia, brought for her: An expensive tea pot."
