target,Xfixed.V1,Xfixed.x1,Xfixed.x2,Xfixed.x3,Xfixed.x4,Xfixed.x5,Xrandom.V1,Xrandom.x1,cluster_id
0,1,0.752357474,0.80701816,0.148798938,0.089136369,0.236187732,1,0.752357474,31
1,1,0.796074602,0.621291293,0.986786327,0.512801145,0.120447997,1,0.796074602,31
1,1,0.542443912,0.711814078,0.27298095,0.086450014,0.839792013,1,0.542443912,31
0,1,0.390930851,0.226629119,0.308598581,0.991536035,0.770592444,1,0.390930851,31
1,1,0.73164065,0.34818324,0.167391413,0.809516261,0.835104142,1,0.73164065,31
0,1,0.156271878,0.317529741,0.122727364,0.241218161,0.374882628,1,0.156271878,31
0,1,0.829845591,0.716390091,0.417649783,0.836339847,0.372046409,1,0.829845591,31
1,1,0.911687043,0.27772122,0.889837605,0.399417656,0.203100576,1,0.911687043,31
1,1,0.799192047,0.404263977,0.220938148,0.349267714,0.827303208,1,0.799192047,31
0,1,0.301330895,0.133545456,0.182602989,0.428088069,0.466035634,1,0.301330895,32
1,1,0.472770481,0.251633111,0.476992174,0.929865876,0.538883138,1,0.472770481,32
0,1,0.899582417,0.777290713,0.496807466,0.860192876,0.889197826,1,0.899582417,32
0,1,0.144616867,0.838712508,0.411673943,0.337304395,0.693276545,1,0.144616867,32
1,1,0.969451569,0.056529913,0.137859159,0.931243402,0.442444288,1,0.969451569,32
1,1,0.871864825,0.039767063,0.626738186,0.617019557,0.507828631,1,0.871864825,32
1,1,0.037573697,0.52441638,0.356624971,0.825833902,0.679863652,1,0.037573697,32
1,1,0.544242083,0.852687161,0.398113976,0.453174614,0.664542874,1,0.544242083,32
1,1,0.4082611,0.762372937,0.678579498,0.971918907,0.917623493,1,0.4082611,32
1,1,0.976083477,0.408508528,0.421602284,0.305885222,0.043502004,1,0.976083477,32
0,1,0.442807378,0.789607037,0.936235442,0.665169137,0.027485795,1,0.442807378,32
1,1,0.278019086,0.445854702,0.312429019,0.314276629,0.571453493,1,0.278019086,32
0,1,0.768510099,0.824653312,0.29021391,0.04585169,0.08730717,1,0.768510099,32
0,1,0.636231468,0.602976777,0.944617274,0.568867443,0.240686077,1,0.636231468,32
1,1,0.87515895,0.948263167,0.660988613,0.424465647,0.331007212,1,0.87515895,32
1,1,0.228959234,0.191484838,0.824530287,0.376274048,0.773425136,1,0.228959234,32
0,1,0.813392692,0.015580634,0.518314718,0.377711257,0.51311118,1,0.813392692,32
1,1,0.351653849,0.287916968,0.181990531,0.575838308,0.747472121,1,0.351653849,32
0,1,0.12536343,0.378517722,0.2685262,0.31311684,0.545648525,1,0.12536343,32
1,1,0.509311214,0.663747804,9.60E-05,0.944308443,0.291782467,1,0.509311214,32
0,1,0.094859309,0.435328869,0.51326555,0.041537271,0.658552383,1,0.094859309,32
0,1,0.532889345,0.230136443,0.999671136,0.99843332,0.449724018,1,0.532889345,32
0,1,0.927079153,0.982057755,0.700896307,0.946492012,0.731331907,1,0.927079153,32
0,1,0.457955658,0.49481887,0.766867804,0.556629108,0.581063979,1,0.457955658,32
0,1,0.848351583,0.104435183,0.263073734,0.892556733,0.178918022,1,0.848351583,32
0,1,0.87235522,0.708773874,0.379820028,0.592493741,0.639464541,1,0.87235522,32
0,1,0.616155171,0.758683446,0.538079955,0.677603115,0.396532441,1,0.616155171,32
0,1,0.218110902,0.926752022,0.122847376,0.613939343,0.047892466,1,0.218110902,32
1,1,0.325263034,0.5213826,0.146130914,0.97133665,0.892962558,1,0.325263034,33
1,1,0.530176099,0.131310999,0.051958972,0.512531011,0.352404871,1,0.530176099,33
1,1,0.345663695,0.569849196,0.965473062,0.83046876,0.411998287,1,0.345663695,33
1,1,0.481621255,0.417749236,0.557681127,0.931308986,0.007989062,1,0.481621255,33
0,1,0.914127854,0.458525262,0.499123347,0.204598433,0.698207904,1,0.914127854,33
1,1,0.370382995,0.034817996,0.274179542,0.474936767,0.76552855,1,0.370382995,33
1,1,0.653407971,0.331822421,0.765615043,0.067859757,0.704588819,1,0.653407971,33
0,1,0.763082477,0.510338134,0.757113573,0.745371876,0.268633313,1,0.763082477,33
1,1,0.598350409,0.216436881,0.2094511,0.6946865,0.774816924,1,0.598350409,33
1,1,0.037821387,0.74795978,0.803756451,0.291042846,0.510971579,1,0.037821387,33
1,1,0.503162392,0.242611862,0.602096021,0.163734341,0.381247525,1,0.503162392,33
1,1,0.640523097,0.521183243,0.965205539,0.413900698,0.718658902,1,0.640523097,33
0,1,0.701400952,0.917207045,0.021712614,0.704709449,0.990327262,1,0.701400952,33
1,1,0.565033354,0.436900191,0.092422159,0.399928264,0.756495932,1,0.565033354,33
0,1,0.973136077,0.674139025,0.132782199,0.542334469,0.112904439,1,0.973136077,33
0,1,0.617125026,0.857970486,0.284182337,0.428043567,0.272029598,1,0.617125026,33
1,1,0.428493771,0.806561394,0.851712231,0.85404203,0.113404224,1,0.428493771,33
1,1,0.977620585,0.389035535,0.87679317,0.739873091,0.369655221,1,0.977620585,33
1,1,0.08874497,0.683133722,0.388708956,0.485488748,0.492423477,1,0.08874497,33
1,1,0.352929982,0.522044311,0.014148947,0.210362196,0.707327615,1,0.352929982,33
0,1,0.140396663,0.777892236,0.499995106,0.873632623,0.192603611,1,0.140396663,33
1,1,0.607352288,0.669811766,0.408018206,0.320985002,0.923313301,1,0.607352288,33
1,1,0.925859995,0.736550307,0.685318093,0.971238919,0.521484759,1,0.925859995,33
1,1,0.551791093,0.975792256,0.815416159,0.744159,0.821497201,1,0.551791093,33
1,1,0.013804265,0.25954365,0.901732756,0.049487615,0.727502705,1,0.013804265,33
1,1,0.843649735,0.002983475,0.027476361,0.639463334,0.963290065,1,0.843649735,33
0,1,0.143320811,0.439871381,0.223454563,0.565351067,0.168150634,1,0.143320811,33
1,1,0.516869302,0.21500651,0.375004996,0.501789319,0.086699157,1,0.516869302,34
1,1,0.927300173,0.250557013,0.862690181,0.292571983,0.666687279,1,0.927300173,34
1,1,0.205232187,0.400552652,0.740621796,0.729587899,0.190471562,1,0.205232187,34
1,1,0.533229248,0.787774108,0.942303317,0.569714419,0.147750519,1,0.533229248,34
1,1,0.797978868,0.099010877,0.772677224,0.423203616,0.670709713,1,0.797978868,34
0,1,0.531388986,0.846909709,0.626421323,0.583442885,0.677476668,1,0.531388986,34
1,1,0.776668142,0.780703216,0.688747086,0.391266664,0.48825529,1,0.776668142,34
0,1,0.05950476,0.862065452,0.663595098,0.949145735,0.358269979,1,0.05950476,34
0,1,0.816845674,0.631441828,0.41403266,0.725916413,0.964781857,1,0.816845674,34
1,1,0.894950791,0.158273609,0.124656475,0.06993321,0.376644784,1,0.894950791,34
0,1,0.360562228,0.108853529,0.763863153,0.790037539,0.168883133,1,0.360562228,34
0,1,0.721125138,0.869768502,0.025088148,0.913061114,0.118787107,1,0.721125138,34
1,1,0.315228809,0.851360793,0.537786546,0.105490214,0.775590048,1,0.315228809,34
1,1,0.298669595,0.989826538,0.986864725,0.11035389,0.52313887,1,0.298669595,34
1,1,0.490297196,0.561072327,0.485633777,0.558205733,0.486063883,1,0.490297196,34
0,1,0.491018576,0.996130425,0.058850229,0.093487885,0.377844781,1,0.491018576,34
0,1,0.026012898,0.950062914,0.592107968,0.453862179,0.403607787,1,0.026012898,34
0,1,0.008307105,0.72331761,0.92449332,0.718154276,0.816675248,1,0.008307105,34
1,1,0.787648429,0.061868289,0.901440569,0.632558423,0.837416464,1,0.787648429,34
0,1,0.767750127,0.619188149,0.991328076,0.856526337,0.264407732,1,0.767750127,34
0,1,0.364144853,0.119359296,0.038669463,0.843801226,0.358579306,1,0.364144853,34
1,1,0.525075196,0.140765664,0.311129731,0.643720708,0.115400679,1,0.525075196,34
1,1,0.605626323,0.13102957,0.489167179,0.026730987,0.064403251,1,0.605626323,34
1,1,0.721550713,0.993118617,0.348366334,0.602160366,0.516388657,1,0.721550713,34
0,1,0.630121979,0.210839744,0.927362349,0.97926683,0.02715602,1,0.630121979,35
1,1,0.570263495,0.48143723,0.492975272,0.934576281,0.220367674,1,0.570263495,35
0,1,0.728806448,0.559674472,0.538777862,0.209068675,0.409217069,1,0.728806448,35
1,1,0.738671838,0.394922987,0.682280195,0.318557857,0.446480367,1,0.738671838,35
0,1,0.785965525,0.194831593,0.506934426,0.484181715,0.163136861,1,0.785965525,35
0,1,0.249858942,0.660368086,0.629069262,0.625600385,0.778912153,1,0.249858942,35
1,1,0.992814764,0.598713629,0.991036206,0.117890621,0.855948982,1,0.992814764,35
1,1,0.666998664,0.230135018,0.727907715,0.369401369,0.308542534,1,0.666998664,35
1,1,0.965389554,0.125331087,0.509351589,0.343559927,0.034841873,1,0.965389554,35
0,1,0.73218404,0.466143457,0.564523968,0.749851435,0.044558976,1,0.73218404,35
1,1,0.235722426,0.67966502,0.590382604,0.349244876,0.979333141,1,0.235722426,35
1,1,0.398184295,0.085033411,0.879353767,0.439098666,0.833281318,1,0.398184295,35
0,1,0.8323392,0.392067736,0.107885121,0.852335154,0.541028954,1,0.8323392,35
1,1,0.914906019,0.274130938,0.600556642,0.575638962,0.770198588,1,0.914906019,35
1,1,0.22530191,0.98503565,0.974075612,0.040120425,0.218229788,1,0.22530191,35
1,1,0.340034339,0.446860446,0.219145982,0.482188815,0.71458413,1,0.340034339,35
1,1,0.637492362,0.577774642,0.168612036,0.668547479,0.498832972,1,0.637492362,35
0,1,0.163369515,0.960424212,0.489714484,0.399239457,0.255704199,1,0.163369515,35
0,1,0.459148496,0.84591268,0.083875811,0.988330896,0.409102563,1,0.459148496,35
0,1,0.230097948,0.587776001,0.184890928,0.657748514,0.419989565,1,0.230097948,35
1,1,0.325966222,0.098881793,0.404841482,0.517317778,0.035546182,1,0.325966222,35
1,1,0.908442997,0.562580487,0.965153628,0.11067225,0.656748243,1,0.908442997,35
0,1,0.148076521,0.432487667,0.192582731,0.669860275,0.531511337,1,0.148076521,36
1,1,0.916206893,0.954279285,0.64398265,0.922917785,0.546741018,1,0.916206893,36
1,1,0.545268936,0.217170276,0.04422551,0.960029401,0.461398101,1,0.545268936,36
1,1,0.643871628,0.820585666,0.284556986,0.27986903,0.531458163,1,0.643871628,36
1,1,0.937792227,0.009922916,0.822586077,0.626940849,0.711774901,1,0.937792227,36
1,1,0.582853471,0.324018188,0.81567002,0.406751022,0.621176263,1,0.582853471,36
1,1,0.6833972,0.067696641,0.841780588,0.256546055,0.943385817,1,0.6833972,36
1,1,0.934062002,0.79398804,0.456669845,0.705187453,0.27634352,1,0.934062002,36
1,1,0.818178152,0.781945264,0.906253413,0.428704056,0.626742247,1,0.818178152,36
1,1,0.172089943,0.688299163,0.757136565,0.210068835,0.592349523,1,0.172089943,36
1,1,0.355883306,0.694865833,0.361740488,0.628984865,0.973508179,1,0.355883306,36
1,1,0.404695814,0.876304221,0.367003114,0.696827302,0.013351906,1,0.404695814,36
1,1,0.814140141,0.952831883,0.379543437,0.085618851,0.369660192,1,0.814140141,36
1,1,0.074200273,0.919204231,0.891268552,0.012221922,0.297252449,1,0.074200273,36
1,1,0.522540572,0.255682889,0.432481517,0.068923188,0.191126744,1,0.522540572,36
1,1,0.846592298,0.629456804,0.235514978,0.509585364,0.83054521,1,0.846592298,36
1,1,0.11510988,0.911197571,0.549876181,0.176411632,0.914010131,1,0.11510988,36
1,1,0.394287141,0.257310225,0.786119953,0.732260841,0.48229686,1,0.394287141,36
1,1,0.350833497,0.201079275,0.492017218,0.006421994,0.518816428,1,0.350833497,36
0,1,0.245502054,0.123181162,0.441737065,0.314553768,0.962293917,1,0.245502054,36
1,1,0.723702259,0.067653832,0.785602152,0.435019916,0.6574918,1,0.723702259,36
1,1,0.614697324,0.644315344,0.206350986,0.847528786,0.484194995,1,0.614697324,36
1,1,0.785791331,0.390810404,0.590777122,0.555044848,0.360602921,1,0.785791331,36
0,1,0.721356414,0.051287243,0.208675451,0.616425548,0.959480078,1,0.721356414,37
1,1,0.385928149,0.412725735,0.089494606,0.605180932,0.535857161,1,0.385928149,37
0,1,0.971616589,0.476588213,0.366564695,0.477161709,0.696418513,1,0.971616589,37
0,1,0.842796582,0.660192103,0.605333455,0.095786506,0.014544357,1,0.842796582,37
1,1,0.336049439,0.872068044,0.872073876,0.065842301,0.760627937,1,0.336049439,37
0,1,0.647477137,0.604019923,0.288812204,0.961543096,0.567377698,1,0.647477137,37
0,1,0.42287262,0.389553676,0.991038724,0.865863118,0.996095036,1,0.42287262,37
0,1,0.046759637,0.878451208,0.62963141,0.614018752,0.136287728,1,0.046759637,37
0,1,0.450412663,0.368978515,0.171580513,0.489798065,0.195816452,1,0.450412663,37
1,1,0.288813898,0.076901407,0.634194107,0.313768877,0.803224166,1,0.288813898,37
0,1,0.639391029,0.306254225,0.003039833,0.819099554,0.4096294,1,0.639391029,37
1,1,0.390234325,0.715210964,0.888497702,0.573059111,0.955073819,1,0.390234325,37
0,1,0.595715011,0.998305312,0.405706461,0.771606107,0.470780044,1,0.595715011,37
0,1,0.985615989,0.800957379,0.517292314,0.148678748,0.050721325,1,0.985615989,37
0,1,0.922236877,0.490803453,0.980957618,0.838991148,0.713406883,1,0.922236877,37
0,1,0.120433572,0.004998886,0.260265579,0.503795628,0.336099869,1,0.120433572,37
0,1,0.291637552,0.467664404,0.129046878,0.008755497,0.275454285,1,0.291637552,37
1,1,0.450954519,0.203029359,0.933881403,0.574459759,0.647761113,1,0.450954519,37
0,1,0.23071421,0.566486517,0.655159144,0.952318226,0.60947986,1,0.23071421,37
1,1,0.593362292,0.097323203,0.105308186,0.588508406,0.562716299,1,0.593362292,37
1,1,0.663790824,0.739763338,0.207566297,0.286063995,0.130139481,1,0.663790824,37
0,1,0.509084058,0.959590782,0.804972906,0.479633852,0.272391503,1,0.509084058,37
0,1,0.339589177,0.926396445,0.416252131,0.525339279,0.176502779,1,0.339589177,37
1,1,0.041898006,0.079177171,0.121543246,0.129510815,0.20701923,1,0.041898006,37
0,1,0.274087142,0.608307078,0.818474701,0.639170453,0.795494248,1,0.274087142,37
0,1,0.480945441,0.703568364,0.748441599,0.915187117,0.063970016,1,0.480945441,37
0,1,0.772207138,0.180179351,0.060447481,0.105331757,0.437934548,1,0.772207138,37
1,1,0.752364714,0.097137614,0.316302994,0.959499026,0.962017452,1,0.752364714,37
1,1,0.497147594,0.726145877,0.405264846,0.433602844,0.363492809,1,0.497147594,37
0,1,0.214711891,0.189590447,0.308411632,0.815006262,0.488949355,1,0.214711891,38
0,1,0.164417374,0.785419476,0.424493748,0.347474329,0.663034708,1,0.164417374,38
1,1,0.718619503,0.583346978,0.295934681,0.978878851,0.541108309,1,0.718619503,38
1,1,0.719893767,0.25033668,0.519560378,0.493256307,0.104565172,1,0.719893767,38
1,1,0.526550979,0.747370959,0.598032476,0.334071354,0.803349539,1,0.526550979,38
0,1,0.351217136,0.791661592,0.223728778,0.093988919,0.070052861,1,0.351217136,38
1,1,0.683570823,0.778800936,0.303213168,0.114363593,0.621315243,1,0.683570823,38
1,1,0.085499933,0.010254971,0.393711207,0.274524095,0.165874162,1,0.085499933,38
1,1,0.422336859,0.038236826,0.619610984,0.539231661,0.466215411,1,0.422336859,38
1,1,0.258543058,0.322400709,0.039684998,0.306922514,0.221147144,1,0.258543058,38
1,1,0.560673039,0.034439125,0.108886651,0.465045427,0.313251196,1,0.560673039,38
1,1,0.581048214,0.240923434,0.529504424,0.016949422,0.983456526,1,0.581048214,38
0,1,0.048939483,0.952115685,0.665118635,0.506901353,0.043143018,1,0.048939483,38
1,1,0.421448564,0.133429593,0.335615418,0.466706434,0.134634276,1,0.421448564,38
0,1,0.347110841,0.132138325,0.72708497,0.947346253,0.425693028,1,0.347110841,38
1,1,0.045255106,0.862300977,0.302732817,0.079939772,0.357261685,1,0.045255106,38
0,1,0.161620079,0.747727216,0.247825099,0.605453105,0.210897254,1,0.161620079,38
1,1,0.817559842,0.345139655,0.771424021,0.323132486,0.014494267,1,0.817559842,38
0,1,0.900034109,0.283095034,0.004912873,0.157485639,0.640934638,1,0.900034109,38
1,1,0.008913746,0.499375629,0.364987182,0.630215344,0.420426382,1,0.008913746,38
1,1,0.407106351,0.320980956,0.599354826,0.277511017,0.335740245,1,0.407106351,38
1,1,0.791942277,0.755656331,0.030211774,0.530384668,0.599700939,1,0.791942277,38
1,1,0.367260766,0.188771342,0.515278546,0.895177214,0.741452006,1,0.367260766,38
1,1,0.493768419,0.801249248,0.767025475,0.452473262,0.155142085,1,0.493768419,38
1,1,0.064090717,0.960178292,0.728114678,0.471848473,0.292740116,1,0.064090717,38
1,1,0.314343567,0.190360156,0.198457919,0.229440183,0.184662422,1,0.314343567,38
1,1,0.792205159,0.404080978,0.71398914,0.36927446,0.393381493,1,0.792205159,38
1,1,0.695396413,0.571229265,0.293550483,0.254483955,0.750201967,1,0.695396413,38
1,1,0.112831055,0.092129817,0.521793385,0.657549904,0.763047275,1,0.112831055,38
1,1,0.433379192,0.221812472,0.993528667,0.29147785,0.31370685,1,0.433379192,39
0,1,0.38492126,0.929071798,0.439609656,0.656424726,0.284260022,1,0.38492126,39
1,1,0.591459584,0.313136558,0.428200768,0.328465641,0.007924304,1,0.591459584,39
1,1,0.70315442,0.630741059,0.728265649,0.896620034,0.652750403,1,0.70315442,39
1,1,0.556732017,0.805731977,0.243648824,0.340878251,0.910050206,1,0.556732017,39
1,1,0.289557618,0.083310577,0.964315898,0.601817692,0.240298003,1,0.289557618,39
1,1,0.021785091,0.441833405,0.81478509,0.897259,0.385981115,1,0.021785091,39
0,1,0.898178854,0.494740885,0.353738874,0.65916799,0.186001363,1,0.898178854,39
0,1,0.185509495,0.680141968,0.526126234,0.545954863,0.103197078,1,0.185509495,39
1,1,0.756466478,0.039474582,0.087034715,0.986165698,0.038992957,1,0.756466478,39
1,1,0.886430393,0.844168355,0.515169312,0.412151887,0.498728718,1,0.886430393,39
1,1,0.302036549,0.405561661,0.708320268,0.064008049,0.583385934,1,0.302036549,39
1,1,0.036017739,0.21339715,0.943052865,0.233428185,0.496158553,1,0.036017739,39
1,1,0.101055373,0.022674986,0.586413411,0.442761634,0.482794692,1,0.101055373,39
0,1,0.187305767,0.381254587,0.360624734,0.748406136,0.068984462,1,0.187305767,39
1,1,0.878895968,0.230626512,0.764804258,0.246670155,0.604515632,1,0.878895968,39
0,1,0.663024105,0.182657728,0.721009945,0.936272545,0.080919229,1,0.663024105,39
0,1,0.024807605,0.844295766,0.608816695,0.814620227,0.223050534,1,0.024807605,39
0,1,0.938091343,0.752946351,0.982560722,0.428102366,0.803407749,1,0.938091343,39
1,1,0.856813058,0.325145641,0.87082815,0.458356553,0.64503695,1,0.856813058,39
1,1,0.571815858,0.472354237,0.091190348,0.789614454,0.842377478,1,0.571815858,39
1,1,0.863684247,0.701599644,0.707908164,0.868312623,0.771997768,1,0.863684247,39
1,1,0.460663338,0.981259404,0.160631247,0.489425464,0.612837493,1,0.460663338,39
1,1,0.7077587,0.147433401,0.815896573,0.761990387,0.159499065,1,0.7077587,39
1,1,0.595339935,0.857871579,0.508673221,0.750829653,0.42339541,1,0.595339935,40
0,1,0.084349552,0.17333881,0.849469643,0.004743989,0.027469734,1,0.084349552,40
0,1,0.912516881,0.065326817,0.451785141,0.821912023,0.98468627,1,0.912516881,40
0,1,0.098477049,0.329328287,0.681547925,0.794464175,0.505860778,1,0.098477049,40
0,1,0.824216322,0.705237987,0.076236763,0.431755619,0.72473725,1,0.824216322,40
1,1,0.509668974,0.179458379,0.631097452,0.748063437,0.928774704,1,0.509668974,40
1,1,0.841346777,0.888339331,0.435787568,0.283225139,0.282392801,1,0.841346777,40
1,1,0.779142015,0.977411635,0.544874459,0.688134827,0.332808786,1,0.779142015,40
0,1,0.281816407,0.136500626,0.553443333,0.784600831,0.816904813,1,0.281816407,40
0,1,0.506577722,0.56754592,0.286231804,0.514360172,0.891727257,1,0.506577722,40
1,1,0.900803427,0.915547527,0.286497215,0.155063313,0.992410047,1,0.900803427,40
1,1,0.985755907,0.949376234,0.758887769,0.078663368,0.265760588,1,0.985755907,40
0,1,0.305752919,0.911852852,0.27685669,0.515569922,0.082959571,1,0.305752919,40
0,1,0.003479867,0.982024447,0.11053668,0.985888683,0.680558787,1,0.003479867,40
1,1,0.230111074,0.181917494,0.932684131,0.792970659,0.275020236,1,0.230111074,40
0,1,0.615512494,0.396165991,0.709980713,0.073295975,0.024762698,1,0.615512494,40
1,1,0.37228203,0.508706104,0.410016455,0.834501737,0.558300778,1,0.37228203,40
1,1,0.73995242,0.577236412,0.905323208,0.887104278,0.975567966,1,0.73995242,40
0,1,0.193206063,0.342826323,0.265331147,0.539692775,0.072327026,1,0.193206063,40
1,1,0.257334775,0.712032639,0.884085732,0.759117921,0.53551093,1,0.257334775,40
0,1,0.116393353,0.962925883,0.472089635,0.604867701,0.693599208,1,0.116393353,40
1,1,0.999399699,0.13157133,0.888297082,0.994590753,0.582269593,1,0.999399699,41
1,1,0.80165686,0.035042109,0.204660755,0.399441128,0.409219359,1,0.80165686,41
1,1,0.580248796,0.324815331,0.949899637,0.267838816,0.003423085,1,0.580248796,41
1,1,0.948614159,0.837857577,0.711835574,0.367867137,0.302420545,1,0.948614159,41
1,1,0.662423498,0.768567195,0.733231103,0.331751493,0.044331013,1,0.662423498,41
1,1,0.80130569,0.038260411,0.17311986,0.048719603,0.441085157,1,0.80130569,41
0,1,0.537107866,0.757447316,0.794992976,0.549300313,0.711405956,1,0.537107866,41
1,1,0.61325033,0.992843414,0.624497287,0.177233631,0.119139376,1,0.61325033,41
0,1,0.266080935,0.681225831,0.519489494,0.823588036,0.392621457,1,0.266080935,41
1,1,0.444888508,0.394987036,0.14855221,0.731402295,0.584507348,1,0.444888508,41
1,1,0.425932985,0.097670136,0.741301368,0.506302217,0.888696486,1,0.425932985,41
1,1,0.651053777,0.881693382,0.066349018,0.47242054,0.402398438,1,0.651053777,41
1,1,0.631598369,0.241134052,0.209546416,0.891123011,0.358558475,1,0.631598369,41
0,1,0.066600856,0.448277836,0.682287934,0.823903525,0.195820248,1,0.066600856,41
0,1,0.028385825,0.333061355,0.954209068,0.74936154,0.69894452,1,0.028385825,41
1,1,0.605609186,0.824720928,0.748710612,0.972954029,0.984168851,1,0.605609186,41
1,1,0.395342383,0.169015496,0.792252586,0.470492949,0.80924059,1,0.395342383,41
0,1,0.21429523,0.331068103,0.172103543,0.370398587,0.413276915,1,0.21429523,41
1,1,0.047438759,0.046435983,0.941364734,0.995637492,0.775550761,1,0.047438759,41
1,1,0.640276885,0.653783783,0.666823716,0.179446377,0.316568214,1,0.640276885,41
1,1,0.404877587,0.398225989,0.593687518,0.951031939,0.135792342,1,0.404877587,41
1,1,0.869467711,0.47056184,0.303205567,0.008461999,0.032890868,1,0.869467711,41
0,1,0.420868762,0.79805672,0.462887803,0.945304434,0.316088457,1,0.420868762,41
0,1,0.02230683,0.7195234,0.955046654,0.678517006,0.114192579,1,0.02230683,41
1,1,0.36542937,0.010367152,0.464819584,0.484795261,0.022297454,1,0.36542937,41
0,1,0.439881798,0.794805965,0.638051004,0.44866588,0.085631322,1,0.439881798,42
0,1,0.390634725,0.945684055,0.20569052,0.73736066,0.03520174,1,0.390634725,42
1,1,0.990579482,0.813536318,0.758670774,0.139268892,0.176189884,1,0.990579482,42
0,1,0.416938888,0.716926718,0.550409783,0.820173176,0.022101628,1,0.416938888,42
0,1,0.468721722,0.29343998,0.231677694,0.048151321,0.110832235,1,0.468721722,42
1,1,0.808676995,0.735134955,0.16359219,0.559961689,0.815329787,1,0.808676995,42
0,1,0.255451594,0.893005836,0.385034279,0.899212066,0.278331585,1,0.255451594,42
1,1,0.32643329,0.568808964,0.317244717,0.003599077,0.478360547,1,0.32643329,42
0,1,0.280540044,0.529238996,0.875892936,0.15704681,0.698865696,1,0.280540044,42
0,1,0.255112631,0.030028554,0.890161028,0.976126863,0.429807564,1,0.255112631,42
0,1,0.341935913,0.171790691,0.04432775,0.512741046,0.654386588,1,0.341935913,42
0,1,0.387365706,0.790795224,0.278696921,0.317159253,0.011697224,1,0.387365706,42
0,1,0.774506804,0.107263716,0.606050849,0.305161352,0.653576813,1,0.774506804,42
0,1,0.356675285,0.766882102,0.631488376,0.57867804,0.131773691,1,0.356675285,42
0,1,0.592382093,0.144495343,0.517284401,0.944296038,0.572298581,1,0.592382093,42
0,1,0.915513028,0.275869761,0.454009549,0.751164255,0.121015159,1,0.915513028,42
1,1,0.980664105,0.667803816,0.136469509,0.51078818,0.982028838,1,0.980664105,42
1,1,0.626089035,0.98992897,0.654319798,0.4053401,0.869604065,1,0.626089035,42
0,1,0.735311344,0.539429346,0.541793382,0.4259512,0.891948169,1,0.735311344,42
1,1,0.243004397,0.40311845,0.901133737,0.356277605,0.722487998,1,0.243004397,42
0,1,0.356838871,0.039152052,0.206578032,0.890323071,0.824476057,1,0.356838871,42
1,1,0.47361502,0.153369831,0.673951437,0.023689717,0.851058691,1,0.47361502,43
0,1,0.768407819,0.591486896,0.826167671,0.76943675,0.490206531,1,0.768407819,43
0,1,0.138093975,0.482348826,0.440697801,0.581640118,0.133307209,1,0.138093975,43
0,1,0.784427623,0.96314599,0.005894195,0.033284641,0.195885057,1,0.784427623,43
1,1,0.908729913,0.607620265,0.892529314,0.275236177,0.838285334,1,0.908729913,43
1,1,0.24540668,0.257623243,0.35982494,0.886983489,0.627599519,1,0.24540668,43
1,1,0.227039713,0.915543247,0.060215997,0.376341041,0.609228725,1,0.227039713,43
1,1,0.566219027,0.830525573,0.132691188,0.173467525,0.572000231,1,0.566219027,43
0,1,0.569325848,0.050032962,0.491944291,0.942245713,0.380106195,1,0.569325848,43
0,1,0.209354636,0.937650848,0.545470128,0.506600814,0.906059977,1,0.209354636,43
0,1,0.184016481,0.657780092,0.811866639,0.750219577,0.15457088,1,0.184016481,43
1,1,0.784424857,0.452577222,0.397318932,0.331855091,0.256502854,1,0.784424857,43
1,1,0.513198166,0.214154593,0.264679407,0.281220049,0.704039314,1,0.513198166,43
0,1,0.641772205,0.501157376,0.59886418,0.788853577,0.148588631,1,0.641772205,43
0,1,0.227351983,0.982909561,0.930744643,0.215605807,0.305599537,1,0.227351983,43
1,1,0.306320279,0.663836346,0.430868861,0.675782103,0.391947796,1,0.306320279,43
1,1,0.113146681,0.504376076,0.854899673,0.074307132,0.807613101,1,0.113146681,43
1,1,0.492828085,0.11386616,0.99656344,0.027333021,0.082102224,1,0.492828085,43
0,1,0.541225423,0.510238513,0.541064324,0.962752193,0.416092033,1,0.541225423,43
1,1,0.067187138,0.641156403,0.959170881,0.401954115,0.924647676,1,0.067187138,43
1,1,0.15308625,0.781893597,0.87627248,0.11662827,0.332442259,1,0.15308625,43
0,1,0.836868042,0.936199283,0.899781015,0.400605962,0.485901253,1,0.836868042,43
0,1,0.3667995,0.028949123,0.939101961,0.93707177,0.598021215,1,0.3667995,43
1,1,0.289448623,0.622719391,0.02525827,0.393657882,0.905972884,1,0.289448623,43
0,1,0.729831181,0.654648383,0.786332998,0.557209344,0.12617608,1,0.729831181,43
0,1,0.296652106,0.628541649,0.383661243,0.082902798,0.2445593,1,0.296652106,43
0,1,0.546339177,0.439619304,0.677867908,0.387356308,0.219042109,1,0.546339177,43
0,1,0.762172428,0.237973859,0.575761156,0.517411436,0.610128633,1,0.762172428,43
0,1,0.959348845,0.44282328,0.492362989,0.608145456,0.218287884,1,0.959348845,43
1,1,0.86346794,0.423534309,0.943891849,0.113839116,0.070901836,1,0.86346794,44
1,1,0.583578374,0.331635116,0.08665676,0.336349856,0.198500354,1,0.583578374,44
0,1,0.211443246,0.793256631,0.860654125,0.174830554,0.430809195,1,0.211443246,44
1,1,0.350255429,0.895723301,0.461315193,0.690578086,0.960502248,1,0.350255429,44
1,1,0.484852508,0.534953387,0.946476038,0.549684669,0.198356553,1,0.484852508,44
